"Mes","A�o","Estado Origen","Estado Destino","Ciudad Origen","Ciudad Destino","Compañia Transportadora","Tipo de Transporte","Tipo de combustible usado","Tipo de Movimiento","Costo(Pesos)","Carga Maxima(TON)","Rendimiento por litro","Costo del diesel","Tiempo en Transito"
"Septiembre",2014,"EM","CO","TENANGO DEL VALLE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16786.93",22,2.55,"$13.61",19
"Septiembre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$14209.43",22,2.55,"$13.61",18
"Septiembre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$17319.29",22,2.55,"$13.61",18
"Septiembre",2014,"NL","GT","APODACA","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13350.00",22,2.55,"$13.61",14
"Septiembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18520.93",22,2.55,"$13.61",18
"Septiembre",2014,"SP","JC","SAN LUIS POTOSI","ZAPOPAN","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9412.75",22,2.55,"$13.61",8
"Septiembre",2014,"CO","SP","RAMOS ARIZPE","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7769.34",22,2.55,"$13.61",8
"Septiembre",2014,"NL","SP","GARCIA","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$14057.26",22,2.55,"$13.61",10
"Septiembre",2014,"EM","CO","TULTITLAN","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16744.81",22,2.55,"$13.61",22
"Septiembre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18428.74",22,2.55,"$13.61",12
"Septiembre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1342.47",22,2.55,"$13.61",1
"Octubre",2014,"EM","CO","TENANGO DEL VALLE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16844.53",22,2.55,"$13.72",19
"Octubre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$14237.55",22,2.55,"$13.72",18
"Octubre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$17375.54",22,2.55,"$13.72",18
"Octubre",2014,"NL","GT","APODACA","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13400.00",22,2.55,"$13.72",14
"Octubre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18588.66",22,2.55,"$13.72",18
"Octubre",2014,"SP","JC","SAN LUIS POTOSI","ZAPOPAN","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9437.10",22,2.55,"$13.72",8
"Octubre",2014,"CO","SP","RAMOS ARIZPE","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7785.75",22,2.55,"$13.72",8
"Octubre",2014,"NL","SP","GARCIA","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$14096.93",22,2.55,"$13.72",10
"Octubre",2014,"EM","CO","TULTITLAN","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16800.68",22,2.55,"$13.72",22
"Octubre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18485.11",22,2.55,"$13.72",12
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1343.56",22,2.55,"$13.72",1
"Noviembre",2014,"EM","CO","TENANGO DEL VALLE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16908.54",22,2.55,"$13.83",19
"Noviembre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$14268.80",22,2.55,"$13.83",18
"Noviembre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$17438.05",22,2.55,"$13.83",18
"Noviembre",2014,"NL","GT","APODACA","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13546.00",22,2.55,"$13.83",14
"Noviembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18663.92",22,2.55,"$13.83",18
"Noviembre",2014,"SP","JC","SAN LUIS POTOSI","ZAPOPAN","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9464.15",22,2.55,"$13.83",8
"Noviembre",2014,"CO","SP","RAMOS ARIZPE","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7803.99",22,2.55,"$13.83",8
"Noviembre",2014,"NL","SP","GARCIA","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$14141.00",22,2.55,"$13.83",10
"Noviembre",2014,"EM","CO","TULTITLAN","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16862.76",22,2.55,"$13.83",22
"Noviembre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18547.76",22,2.55,"$13.83",12
"Noviembre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1344.78",22,2.55,"$13.83",1
"Diciembre",2014,"EM","CO","TENANGO DEL VALLE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16908.54",22,2.55,"$13.94",19
"Diciembre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$14268.80",22,2.55,"$13.94",18
"Diciembre",2014,"CO","EM","RAMOS ARIZPE","TOLUCA","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$17438.05",22,2.55,"$13.94",18
"Diciembre",2014,"NL","GT","APODACA","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13546.00",22,2.55,"$13.94",14
"Diciembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18663.92",22,2.55,"$13.94",18
"Diciembre",2014,"SP","JC","SAN LUIS POTOSI","ZAPOPAN","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9464.15",22,2.55,"$13.94",8
"Diciembre",2014,"CO","SP","RAMOS ARIZPE","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7803.99",22,2.55,"$13.94",8
"Diciembre",2014,"NL","SP","GARCIA","SAN LUIS POTOSI","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$14141.00",22,2.55,"$13.94",10
"Diciembre",2014,"EM","CO","TULTITLAN","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16862.76",22,2.55,"$13.94",22
"Diciembre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18547.76",22,2.55,"$13.94",12
"Diciembre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES COLORADO  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1344.78",22,2.55,"$13.94",1
"Septiembre",2014,"CO","GT","SALTILLO","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13275.02",22,2.55,"$13.61",12
"Septiembre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13275.02",22,2.55,"$13.61",12
"Septiembre",2014,"NL","GT","VILLA DE GARCIA","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15088.00",22,2.55,"$13.61",12
"Septiembre",2014,"CO","CO","SALTILLO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5762.08",22,2.55,"$13.61",1
"Septiembre",2014,"GT","CO","SILAO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15159.64",22,2.55,"$13.61",12
"Septiembre",2014,"NL","CO","APODACA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5864.26",22,2.55,"$13.61",2
"Septiembre",2014,"SP","CO","SAN LUIS POTOSI","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9165.71",22,2.55,"$13.61",7
"Septiembre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2864.78",22,2.55,"$13.61",2
"Septiembre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3164.78",22,2.55,"$13.61",2
"Septiembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18359.46",22,2.55,"$13.61",18
"Septiembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18694.30",22,2.55,"$13.61",18
"Septiembre",2014,"NL","CO","MONTERREY","SALTILLO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4500.00",22,2.55,"$13.61",2
"Octubre",2014,"CO","GT","SALTILLO","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13321.93",22,2.55,"$13.72",12
"Octubre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13321.93",22,2.55,"$13.72",12
"Octubre",2014,"NL","GT","VILLA DE GARCIA","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15138.81",22,2.55,"$13.72",12
"Octubre",2014,"CO","CO","SALTILLO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5765.69",22,2.55,"$13.72",1
"Octubre",2014,"GT","CO","SILAO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15207.41",22,2.55,"$13.72",12
"Octubre",2014,"NL","CO","APODACA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5872.44",22,2.55,"$13.72",2
"Octubre",2014,"SP","CO","SAN LUIS POTOSI","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9197.61",22,2.55,"$13.72",7
"Octubre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2869.26",22,2.55,"$13.72",2
"Octubre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3169.26",22,2.55,"$13.72",2
"Octubre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18429.16",22,2.55,"$13.72",18
"Octubre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18764.02",22,2.55,"$13.72",18
"Octubre",2014,"NL","CO","MONTERREY","SALTILLO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4500.00",22,2.55,"$13.72",2
"Noviembre",2014,"CO","GT","SALTILLO","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13368.84",22,2.55,"$13.83",12
"Noviembre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13368.84",22,2.55,"$13.83",12
"Noviembre",2014,"NL","GT","VILLA DE GARCIA","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15189.62",22,2.55,"$13.83",12
"Noviembre",2014,"CO","CO","SALTILLO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5769.30",22,2.55,"$13.83",1
"Noviembre",2014,"GT","CO","SILAO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15255.19",22,2.55,"$13.83",12
"Noviembre",2014,"NL","CO","APODACA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5880.63",22,2.55,"$13.83",2
"Noviembre",2014,"SP","CO","SAN LUIS POTOSI","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9229.52",22,2.55,"$13.83",7
"Noviembre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2873.73",22,2.55,"$13.83",2
"Noviembre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3173.73",22,2.55,"$13.83",2
"Noviembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18498.87",22,2.55,"$13.83",18
"Noviembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18833.73",22,2.55,"$13.83",18
"Noviembre",2014,"NL","CO","MONTERREY","SALTILLO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4500.00",22,2.55,"$13.83",2
"Diciembre",2014,"CO","GT","SALTILLO","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13368.84",22,2.55,"$13.94",12
"Diciembre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13368.84",22,2.55,"$13.94",12
"Diciembre",2014,"NL","GT","VILLA DE GARCIA","SILAO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15189.62",22,2.55,"$13.94",12
"Diciembre",2014,"CO","CO","SALTILLO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5769.30",22,2.55,"$13.94",1
"Diciembre",2014,"GT","CO","SILAO","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15255.19",22,2.55,"$13.94",12
"Diciembre",2014,"NL","CO","APODACA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5880.63",22,2.55,"$13.94",2
"Diciembre",2014,"SP","CO","SAN LUIS POTOSI","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9229.52",22,2.55,"$13.94",7
"Diciembre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2873.73",22,2.55,"$13.94",2
"Diciembre",2014,"NL","CO","VILLA DE GARCIA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3173.73",22,2.55,"$13.94",2
"Diciembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18498.87",22,2.55,"$13.94",18
"Diciembre",2014,"PL","CO","PUEBLA","RAMOS ARIZPE","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18833.73",22,2.55,"$13.94",18
"Diciembre",2014,"NL","CO","MONTERREY","SALTILLO","TRANSPORTES COLUNGA  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4500.00",22,2.55,"$13.94",2
"Diciembre",2014,"NL","SP","APODACA","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10780.00",22,2.55,"$13.94",8
"Diciembre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10780.00",22,2.55,"$13.94",15
"Diciembre",2014,"TM","DF","NUEVO LAREDO","CIUDAD DE MEXICO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$16380.00",22,2.55,"$13.94",26
"Diciembre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10220.00",22,2.55,"$13.94",15
"Diciembre",2014,"TM","NL","NUEVO LAREDO","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4620.00",22,2.55,"$13.94",4
"Diciembre",2014,"TM","JC","NUEVO LAREDO","GUADALAJARA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$15680.00",22,2.55,"$13.94",18
"Diciembre",2014,"TM","NL","NUEVO LAREDO","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4350.00",22,2.55,"$13.94",4
"Diciembre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$9870.00",22,2.55,"$13.94",15
"Diciembre",2014,"TM","CO","NUEVO LAREDO","ARTEAGA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7980.00",22,2.55,"$13.94",6
"Diciembre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4620.00",22,2.55,"$13.94",4
"Diciembre",2014,"CO","TM","SALTILLO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5180.00",22,2.55,"$13.94",6
"Diciembre",2014,"CO","TM","ARTEAGA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6580.00",22,2.55,"$13.94",6
"Diciembre",2014,"CO","TM","ARTEAGA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7980.00",22,2.55,"$13.94",6
"Diciembre",2014,"CO","TM","ARTEAGA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9380.00",22,2.55,"$13.94",6
"Diciembre",2014,"EM","TM","CUAUTITLAN IZCALLI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$16380.00",22,2.55,"$13.94",24
"Diciembre",2014,"EM","TM","ECATEPEC","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$16380.00",22,2.55,"$13.94",24
"Diciembre",2014,"DG","TM","GOMEZ PALACIO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$19180.00",22,2.55,"$13.94",12
"Diciembre",2014,"QO","TM","QUERETARO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$13580.00",22,2.55,"$13.94",16
"Diciembre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4480.00",22,2.55,"$13.94",4
"Diciembre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4270.00",22,2.55,"$13.94",4
"Diciembre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4620.00",22,2.55,"$13.94",4
"Diciembre",2014,"NL","TM","GARCIA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4480.00",22,2.55,"$13.94",4
"Diciembre",2014,"NL","TM","SANTA CATARINA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4620.00",22,2.55,"$13.94",4
"Diciembre",2014,"QO","TM","SAN JUAN DEL RIO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$13580.00",22,2.55,"$13.94",16
"Diciembre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10780.00",22,2.55,"$13.94",16
"Diciembre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10360.00",22,2.55,"$13.94",16
"Diciembre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10080.00",22,2.55,"$13.94",16
"Diciembre",2014,"TM","TM","NUEVO LAREDO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$2380.00",22,2.55,"$13.94",1
"Diciembre",2014,"CO","NL","RAMOS ARIZPE","GARCIA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3200.00",22,2.55,"$13.94",2
"Diciembre",2014,"CO","NL","RAMOS ARIZPE","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3200.00",22,2.55,"$13.94",2
"Diciembre",2014,"NL","CO","APODACA","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3200.00",22,2.55,"$13.94",2
"Diciembre",2014,"SP","CO","SAN LUIS POTOSI","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$10200.00",22,2.55,"$13.94",7
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","REYNOSA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$8900.00",22,2.55,"$13.94",6
"Diciembre",2014,"CO","CO","SALTILLO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2350.00",22,2.55,"$13.94",1
"Diciembre",2014,"HG","SP","PACHUCA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10150.00",22,2.55,"$13.94",7
"Diciembre",2014,"SR","SP","HERMOSILLO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$36250.00",22,2.55,"$13.94",48
"Diciembre",2014,"VZ","SP","VERACRUZ","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$9425.00",22,2.55,"$13.94",12
"Diciembre",2014,"ZS","SP","FRESNILLO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6090.00",22,2.55,"$13.94",4
"Diciembre",2014,"AG","SP","AGUASCALIENTES","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5075.00",22,2.55,"$13.94",4
"Diciembre",2014,"NL","SP","APODACA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10875.00",22,2.55,"$13.94",9
"Diciembre",2014,"TM","SP","REYNOSA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$18125.00",22,2.55,"$13.94",12
"Diciembre",2014,"EM","SP","TOLUCA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$9425.00",22,2.55,"$13.94",5
"Diciembre",2014,"GT","SP","SILAO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4640.00",22,2.55,"$13.94",4
"Diciembre",2014,"JC","SP","TLAJOMULCO DE ZUNIGA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10875.00",22,2.55,"$13.94",6
"Diciembre",2014,"PL","SP","CUAUTLANCINGO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$11600.00",22,2.55,"$13.94",10
