"Mes","A�o","Estado Origen","Estado Destino","Ciudad Origen","Ciudad Destino","Compañia Transportadora","Tipo de Transporte","Tipo de combustible usado","Tipo de Movimiento","Costo(Pesos)","Carga Maxima(TON)","Rendimiento por litro","Costo del diesel","Tiempo en Transito"
"Diciembre",2014,"EM","QO","TLALNEPANTLA","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6753.16",22,2.55,"$13.94",3
"Diciembre",2014,"QO","EM","QUERETARO","TOLUCA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5953.52",22,2.55,"$13.94",4
"Diciembre",2014,"EM","QO","TOLUCA","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6134.49",22,2.55,"$13.94",3
"Diciembre",2014,"NL","CO","APODACA","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3593.61",22,2.55,"$13.94",2
"Diciembre",2014,"CO","EM","SALTILLO","TLALNEPANTLA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$21600.00",22,2.55,"$13.94",18
"Diciembre",2014,"SP","AG","SAN LUIS POTOSI","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6480.00",22,2.55,"$13.94",3
"Diciembre",2014,"SP","DF","SAN LUIS POTOSI","CIUDAD DE MEXICO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12960.00",22,2.55,"$13.94",9
"Diciembre",2014,"CO","AG","SALTILLO","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$17400.00",22,2.55,"$13.94",6
"Diciembre",2014,"CO","CO","SALTILLO","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1800.00",22,2.55,"$13.94",1
"Diciembre",2014,"SP","EM","SAN LUIS POTOSI","LERMA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11760.00",22,2.55,"$13.94",9
"Diciembre",2014,"SP","DF","SAN LUIS POTOSI","CIUDAD DE MEXICO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12540.00",22,2.55,"$13.94",9
"Diciembre",2014,"SP","SR","VILLA DE REYES","NACOZARI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$59132.16",22,2.55,"$13.94",40
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11232.00",22,2.55,"$13.94",6
"Diciembre",2014,"QO","TM","SAN JUAN DEL RIO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$27931.20",22,2.55,"$13.94",16
"Diciembre",2014,"GT","CH","CELAYA","CHIHUAHUA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$28270.44",22,2.55,"$13.94",30
"Diciembre",2014,"GT","SP","CELAYA","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6514.80",22,2.55,"$13.94",5
"Diciembre",2014,"AG","GT","AGUASCALIENTES","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6120.00",22,2.55,"$13.94",6
"Diciembre",2014,"CH","CH","CIUDAD JUAREZ","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1723.08",22,2.55,"$13.94",1
"Diciembre",2014,"QO","DF","QUERETARO","CIUDAD DE MEXICO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5280.00",22,2.55,"$13.94",6
"Diciembre",2014,"NL","CO","APODACA","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5400.00",22,2.55,"$13.94",2
"Diciembre",2014,"SP","GT","SAN LUIS POTOSI","SAN FELIPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4492.80",22,2.55,"$13.94",3
"Diciembre",2014,"SP","GT","SAN LUIS POTOSI","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3542.40",22,2.55,"$13.94",3
"Diciembre",2014,"GT","SP","SILAO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5823.36",22,2.55,"$13.94",4
"Diciembre",2014,"GT","SP","SILAO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3542.40",22,2.55,"$13.94",4
"Diciembre",2014,"EM","QO","ECATEPEC","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$8735.96",22,2.55,"$13.94",3
"Diciembre",2014,"AG","QO","SAN FRANCISCO DE LOS ROMOS","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$11842.74",22,2.55,"$13.94",4
"Diciembre",2014,"PL","QO","CUAUTLANCINGO","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12326.05",22,2.55,"$13.94",6
"Diciembre",2014,"EM","QO","TOLUCA","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7232.66",22,2.55,"$13.94",3
"Diciembre",2014,"QO","NL","QUERETARO","COLOMBIA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12000.00",22,2.55,"$13.94",20
"Diciembre",2014,"EM","CO","TECAMAC","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$24000.00",22,2.55,"$13.94",26
"Diciembre",2014,"GT","TM","IRAPUATO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$27648.00",22,2.55,"$13.94",20
"Diciembre",2014,"QO","PL","QUERETARO","PUEBLA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$14640.00",22,2.55,"$13.94",9
"Diciembre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$2046.30",22,2.55,"$13.94",1
"Diciembre",2014,"EM","TM","TOLUCA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$36288.00",22,2.55,"$13.94",24
"Diciembre",2014,"NL","SR","APODACA","HERMOSILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$50484.67",22,2.55,"$13.94",40
"Diciembre",2014,"CH","CO","CIUDAD JUAREZ","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$32160.00",22,2.55,"$13.94",24
"Diciembre",2014,"QO","QO","QUERETARO","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$2626.56",22,2.55,"$13.94",1
"Diciembre",2014,"TM","QO","NUEVO LAREDO","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12867.77",22,2.55,"$13.94",16
"Diciembre",2014,"QO","TM","QUERETARO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12724.99",22,2.55,"$13.94",16
"Diciembre",2014,"SP","GT","SAN LUIS POTOSI","IRAPUATO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3801.60",22,2.55,"$13.94",3
"Diciembre",2014,"SP","GT","SAN LUIS POTOSI","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5270.40",22,2.55,"$13.94",3
"Diciembre",2014,"SP","GT","SAN LUIS POTOSI","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4838.40",22,2.55,"$13.94",3
"Diciembre",2014,"SP","SR","VILLA DE REYES","CD. OBREGON","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$63072.00",22,2.55,"$13.94",36
"Diciembre",2014,"CH","CH","CHIHUAHUA","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11232.00",22,2.55,"$13.94",6
"Diciembre",2014,"TM","NL","NUEVO LAREDO","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5529.60",22,2.55,"$13.94",4
"Diciembre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12441.60",22,2.55,"$13.94",15
"Diciembre",2014,"SP","GT","SAN LUIS POTOSI","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5184.00",22,2.55,"$13.94",3
"Diciembre",2014,"ZS","TM","GUADALUPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$21168.00",22,2.55,"$13.94",16
"Diciembre",2014,"SP","SP","SAN LUIS POTOSI","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2332.80",22,2.55,"$13.94",1
"Diciembre",2014,"NL","TM","ESCOBEDO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5529.60",22,2.55,"$13.94",4
"Diciembre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12960.00",22,2.55,"$13.94",15
"Diciembre",2014,"TM","NL","NUEVO LAREDO","CIENEGA DE FLORES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5011.20",22,2.55,"$13.94",4
"Diciembre",2014,"SP","GT","VILLA DE REYES","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4640.40",22,2.55,"$13.94",4
"Diciembre",2014,"DG","TM","GOMEZ PALACIO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$13824.00",22,2.55,"$13.94",12
"Diciembre",2014,"TM","EM","NUEVO LAREDO","CUAUTITLAN","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$15600.00",22,2.55,"$13.94",24
"Diciembre",2014,"TM","CO","NUEVO LAREDO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5670.00",22,2.55,"$13.94",6
"Diciembre",2014,"SP","CO","VILLA DE REYES","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12840.00",22,2.55,"$13.94",6
"Diciembre",2014,"QO","CO","QUERETARO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$14640.00",22,2.55,"$13.94",10
"Diciembre",2014,"AG","TM","AGUASCALIENTES","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$25488.00",22,2.55,"$13.94",14
"Diciembre",2014,"TM","GT","NUEVO LAREDO","LEON","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12000.00",22,2.55,"$13.94",20
"Diciembre",2014,"JC","SP","GUADALAJARA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12096.00",22,2.55,"$13.94",9
"Diciembre",2014,"QO","TM","QUERETARO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$27648.00",22,2.55,"$13.94",16
"Diciembre",2014,"TM","NL","NUEVO LAREDO","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4896.00",22,2.55,"$13.94",4
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11923.20",22,2.55,"$13.94",6
"Diciembre",2014,"CO","TM","TORREON","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12051.68",22,2.55,"$13.94",10
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5616.00",22,2.55,"$13.94",6
"Diciembre",2014,"QO","SP","SANTA ROSA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4200.00",22,2.55,"$13.94",4
"Diciembre",2014,"CH","EM","CHIHUAHUA","LERMA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$43800.00",22,2.55,"$13.94",30
"Diciembre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$23893.01",22,2.55,"$13.94",16
"Diciembre",2014,"TM","CO","NUEVO LAREDO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$8565.70",22,2.55,"$13.94",6
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7565.70",22,2.55,"$13.94",6
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18840.00",22,2.55,"$13.94",6
"Diciembre",2014,"CH","CH","CHIHUAHUA","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$10371.90",22,2.55,"$13.94",6
"Diciembre",2014,"CH","CH","CHIHUAHUA","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11232.00",22,2.55,"$13.94",6
"Diciembre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$11400.00",22,2.55,"$13.94",15
"Diciembre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$11400.00",22,2.55,"$13.94",16
"Diciembre",2014,"SP","JC","SAN LUIS POTOSI","GUADALAJARA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16416.00",22,2.55,"$13.94",6
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6739.20",22,2.55,"$13.94",6
"Diciembre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9780.00",22,2.55,"$13.94",4
"Diciembre",2014,"TM","CO","NUEVO LAREDO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6912.00",22,2.55,"$13.94",6
"Diciembre",2014,"JC","TM","EL SALTO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$20736.00",22,2.55,"$13.94",20
"Diciembre",2014,"GT","GT","APASEO EL GRANDE","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$4164.00",22,2.55,"$13.94",3
"Diciembre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6588.00",22,2.55,"$13.94",6
"Diciembre",2014,"CH","GT","CIUDAD JUAREZ","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$40137.51",22,2.55,"$13.94",30
"Diciembre",2014,"CH","CH","CIUDAD JUAREZ","DELICIAS","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7603.20",22,2.55,"$13.94",7
"Diciembre",2014,"CH","CH","DELICIAS","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7603.20",22,2.55,"$13.94",7
"Diciembre",2014,"SP","SP","SAN LUIS POTOSI","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2640.00",22,2.55,"$13.94",1
"Diciembre",2014,"SP","QO","SAN LUIS POTOSI","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6720.00",22,2.55,"$13.94",6
"Diciembre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$24917.76",22,2.55,"$13.94",16
"Diciembre",2014,"CH","CH","CHIHUAHUA","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15897.60",22,2.55,"$13.94",6
"Diciembre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15600.00",22,2.55,"$13.94",12
"Diciembre",2014,"BJ","CH","TIJUANA","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$53568.00",22,2.55,"$13.94",28
"Diciembre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$11272.08",22,2.55,"$13.94",15
"Diciembre",2014,"CH","CH","CHIHUAHUA","CHIHUAHUA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1440.00",22,2.55,"$13.94",1
"Diciembre",2014,"QO","AG","QUERETARO","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11400.00",22,2.55,"$13.94",6
"Diciembre",2014,"SP","AG","SAN LUIS POTOSI","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6720.00",22,2.55,"$13.94",3
"Diciembre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1765.59",22,2.55,"$13.94",1
"Diciembre",2014,"TM","QO","NUEVO LAREDO","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$31104.00",22,2.55,"$13.94",16
"Diciembre",2014,"SP","GT","VILLA DE REYES","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5880.00",22,2.55,"$13.94",4
"Diciembre",2014,"SP","NL","VILLA DE REYES","MONTERREY","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10800.00",22,2.55,"$13.94",9
"Diciembre",2014,"SP","JC","VILLA DE REYES","GUADALAJARA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$14400.00",22,2.55,"$13.94",9
"Diciembre",2014,"SP","CH","VILLA DE REYES","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$42600.00",22,2.55,"$13.94",24
"Diciembre",2014,"SP","SP","VILLA DE REYES","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2760.00",22,2.55,"$13.94",1
"Diciembre",2014,"CO","TM","TORREON","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16416.00",22,2.55,"$13.94",10
"Diciembre",2014,"QO","TM","EL MARQUES","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$29376.00",22,2.55,"$13.94",16
"Diciembre",2014,"TM","GT","NUEVO LAREDO","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$27648.00",22,2.55,"$13.94",20
"Diciembre",2014,"AG","TM","AGUASCALIENTES","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$20736.00",22,2.55,"$13.94",14
"Diciembre",2014,"TM","GT","NUEVO LAREDO","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$13478.40",22,2.55,"$13.94",20
"Diciembre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$21600.00",22,2.55,"$13.94",16
"Diciembre",2014,"SP","SP","SAN LUIS POTOSI","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1728.00",22,2.55,"$13.94",1
"Diciembre",2014,"PL","TM","CUAUTLANCINGO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$41040.00",22,2.55,"$13.94",20
"Diciembre",2014,"GT","TM","SILAO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$26784.00",22,2.55,"$13.94",20
"Diciembre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$10108.80",22,2.55,"$13.94",4
"Diciembre",2014,"CO","TM","TORREON","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18144.00",22,2.55,"$13.94",10
"Diciembre",2014,"TM","CO","NUEVO LAREDO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$10987.69",22,2.55,"$13.94",6
"Diciembre",2014,"EM","SP","TENANGO DEL VALLE","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$14860.80",22,2.55,"$13.94",6
"Diciembre",2014,"EM","TM","TOLUCA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$32832.00",22,2.55,"$13.94",24
"Diciembre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2576.39",22,2.55,"$13.94",1
"Diciembre",2014,"BJ","CH","MEXICALI","CHIHUAHUA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$41735.46",22,2.55,"$13.94",28
"Septiembre",2014,"EM","CS","TLALNEPANTLA","TUXTLA GUTIERREZ","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$24492.72",22,2.55,"$13.61",18
"Septiembre",2014,"EM","QO","TLALNEPANTLA","QUERETARO","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6483.94",22,2.55,"$13.61",4
"Septiembre",2014,"CO","PL","SALTILLO","PUEBLA","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18887.67",22,2.55,"$13.61",15
"Septiembre",2014,"EM","PL","TLALNEPANTLA","PUEBLA","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6502.51",22,2.55,"$13.61",5
"Septiembre",2014,"EM","EM","TLALNEPANTLA","TOLUCA","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6078.70",22,2.55,"$13.61",3
"Septiembre",2014,"EM","EM","TLALNEPANTLA","TLALNEPANTLA","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2406.42",22,2.55,"$13.61",2
"Septiembre",2014,"SP","GT","SAN LUIS POTOSI","SILAO","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$7244.80",22,2.55,"$13.61",3
"Septiembre",2014,"EM","GT","TOLUCA","SILAO","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11420.82",22,2.55,"$13.61",6
"Septiembre",2014,"EM","GT","TOLUCA","SILAO","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11267.77",22,2.55,"$13.61",6
"Septiembre",2014,"QO","GT","QUERETARO","SILAO","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5242.90",22,2.55,"$13.61",5
"Septiembre",2014,"GT","GT","SAN JOSE ITURBIDE","SILAO","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5560.79",22,2.55,"$13.61",4
"Septiembre",2014,"GT","CO","SILAO","SALTILLO","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18631.89",22,2.55,"$13.61",16
"Septiembre",2014,"HG","SP","TAZYUCA","SAN LUIS POTOSI","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12054.82",22,2.55,"$13.61",6
"Septiembre",2014,"GT","SP","CELAYA","SAN LUIS POTOSI","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$10558.11",22,2.55,"$13.61",5
"Septiembre",2014,"TL","SP","TLAXCALA","SAN LUIS POTOSI","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12596.70",22,2.55,"$13.61",8
"Septiembre",2014,"QO","SP","QUERETARO","SAN LUIS POTOSI","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6108.79",22,2.55,"$13.61",4
"Septiembre",2014,"PL","SP","PUEBLA","SAN LUIS POTOSI","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$16260.49",22,2.55,"$13.61",7
"Septiembre",2014,"SP","EM","SAN LUIS POTOSI","TOLUCA","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13317.14",22,2.55,"$13.61",6
"Septiembre",2014,"QO","TL","QUERETARO","XALOSTOC ","INTLOGIS  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$8617.64",22,2.55,"$13.61",4
