Mes,A¤o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa¤ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito,,
Septiembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,10700,15,3,12.24,5,,
Septiembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4800,3.5,,,5,,
Septiembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5500,3.5,,,5,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,16500,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,23100,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10900,3.5,,,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,12500,3.5,,,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11800,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,16500,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,ORIZABA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8200,3.5,,,9,,
Septiembre,2015,QO,VZ,QUERETARO,ORIZABA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9400,3.5,,,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,14500,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,20300,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,ORIZABA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9900,3.5,,,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,11800,3.5,,,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 3,THORTON,Diesel,Sencillo,11700,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 2,THORTON,Diesel,Sencillo,16300,15,3,12.24,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 3,3.5 TON,,Sencillo,8100,3.5,,,9,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 2,3.5 TON,,Sencillo,8900,3.5,,,9,,
Septiembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,35700,15,3,12.24,30,,
Septiembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,47800,15,3,12.24,30,,
Septiembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,23900,3.5,,,27,,
Septiembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,27500,3.5,,,27,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,9800,15,3,12.24,7,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,13200,15,3,12.24,7,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6200,3.5,,,6,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,7100,3.5,,,6,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,9300,15,3,12.24,7,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12900,15,3,12.24,7,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5900,3.5,,,6,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6800,3.5,,,6,,
Septiembre,2015,QO,GT,QUERETARO,SILAO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,4600,15,3,12.24,3,,
Septiembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,10500,15,3,12.24,5,,
Septiembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8500,15,3,12.24,6,,
Septiembre,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5000,3.5,,,3,,
Septiembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9100,3.5,,,11,,
Septiembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10300,3.5,,,11,,
Septiembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,13600,15,3,12.24,12,,
Septiembre,2015,CL,QO,MANZANILLO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8500,3.5,,,9,,
Septiembre,2015,CL,QO,MANZANILLO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9600,3.5,,,9,,
Septiembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12600,15,3,12.24,12,,
Septiembre,2015,EM,QO,TOLUCA,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3900,3.5,,,3,,
Septiembre,2015,OC,GT,OAXACA,SILAO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,17750,3.5,,,11.5,,
Septiembre,2015,OC,GT,OAXACA,SILAO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,16450,3.5,,,11.5,,
Septiembre,2015,QO,GT,QUERETARO,LEON,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6900,15,3,12.24,2.5,,
Septiembre,2015,NL,QO,MONTERREY,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,18400,15,3,12.24,10,,
Septiembre,2015,QO,QR,QUERETARO,CANCUN,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,31000,15,3,12.24,30,,
Septiembre,2015,QO,QR,QUERETARO,CANCUN,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,37000,15,3,12.24,30,,
Septiembre,2015,QO,QR,QUERETARO,CHETUMAL,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,26500,3.5,,,27,,
Septiembre,2015,QO,EM,QUERETARO,TLALNEPANTLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4400,3.5,,,4,,
Septiembre,2015,QO,NL,QUERETARO,GARCIA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11800,15,3,12.24,11,,
Septiembre,2015,QO,NL,QUERETARO,GARCIA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12900,15,3,12.24,11,,
Septiembre,2015,CL,EM,MANZANILLO,TLALNEPANTLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10900,3.5,,,12,,
Septiembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5950,3.5,,,6,,
Septiembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,16800,15,3,12.24,11,,
Septiembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,1700,15,3,12.24,1,,
Septiembre,2015,QO,GT,QUERETARO,CELAYA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1700,3.5,,,2,,
Septiembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,2500,15,3,12.24,1,,
Septiembre,2015,GT,QO,CELAYA,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,1700,15,3,12.24,1,,
Septiembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17500,15,3,12.24,11,,
Septiembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1000,3.5,,,1,,
Septiembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,33000,15,3,12.24,10,,
Septiembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11200,15,3,12.24,6,,
Septiembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8500,15,3,12.24,5,,
Septiembre,2015,QO,GT,QUERETARO,LEON,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,5500,15,3,12.24,2.5,,
Septiembre,2015,GT,PL,LEON,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12800,15,3,12.24,8,,
Septiembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4700,3.5,,,6,,
Septiembre,2015,EM,JC,TOLUCA,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,16600,15,3,12.24,7,,
Septiembre,2015,QO,NL,QUERETARO,SANTA CATARINA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12300,15,3,12.24,11,,
Septiembre,2015,QO,TC,QUERETARO,VILLAHERMOSA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,28500,15,3,12.24,15,,
Septiembre,2015,QO,TC,QUERETARO,VILLAHERMOSA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,32000,15,3,12.24,15,,
Septiembre,2015,TC,QO,VILLAHERMOSA,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,32000,15,3,12.24,15,,
Septiembre,2015,QO,EM,QUERETARO,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,7800,15,3,12.24,4,,
Septiembre,2015,NL,EM,MONTERREY,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,19800,15,3,12.24,18,,
Septiembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4600,3.5,,,4.5,,
Septiembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,CARRIER 3,3.5 TON,,Sencillo,3000,3.5,,,2.5,,
Septiembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,2450,3.5,,,2.5,,
Septiembre,2015,DF,SP,CIUDAD DE MEXICO,SAN LUIS POTOSI,SALVADOR MOYA ARREOLA,RABON,Diesel,Sencillo,4300,10,3.5,12.24,6.2,,
Septiembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4700,3.5,,,4.5,,
Septiembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6900,15,3,12.24,5,,
Septiembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3100,3.5,,,2.5,,
Septiembre,2015,QO,SR,QUERETARO,GUAYMAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,21100,3.5,,,28,,
Septiembre,2015,QO,SR,QUERETARO,GUAYMAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,25300,3.5,,,28,,
Septiembre,2015,QO,SR,QUERETARO,GUAYMAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,32900,15,3,12.24,30,,
Septiembre,2015,GT,GT,LEON,SALAMANCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,5200,15,3,12.24,2,,
Septiembre,2015,GT,QO,SALAMANCA,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,2200,3.5,,,1.5,,
Septiembre,2015,GT,QO,SALAMANCA,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,2600,3.5,,,1.5,,
Septiembre,2015,GT,QO,SALAMANCA,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,3600,15,3,12.24,2,,
Septiembre,2015,QO,GT,QUERETARO,SILAO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3500,3.5,,,3,,
Septiembre,2015,QO,GT,QUERETARO,SILAO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,5200,15,3,12.24,3,,
Septiembre,2015,QO,GT,QUERETARO,SILAO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6900,15,3,12.24,3,,
Septiembre,2015,QO,CO,QUERETARO,RAMOS ARIZPE,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,7800,3.5,,,10,,
Septiembre,2015,GT,QO,LEON,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3300,3.5,,,2.5,,
Septiembre,2015,GT,QO,LEON,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3900,3.5,,,2.5,,
Septiembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,1700,15,3,12.24,1,,
Septiembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,1400,15,3,12.24,1,,
Septiembre,2015,GT,JC,CELAYA,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8900,15,3,12.24,5,,
Septiembre,2015,EM,EM,TOLUCA,TLALNEPANTLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,4800,15,3,12.24,2,,
Septiembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3300,3.5,,,3.5,,
Septiembre,2015,TM,HG,ALTAMIRA,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,11700,3.5,,,6.5,,
Septiembre,2015,DF,HG,CIUDAD DE MEXICO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5300,3.5,,,2,,
Septiembre,2015,QO,GT,QUERETARO,LEON,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6900,15,3,12.24,2.5,,
Septiembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,800,3.5,,,1,,
Septiembre,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,9300,15,3,12.24,4,,
Septiembre,2015,DF,GT,CIUDAD DE MEXICO,GUANAJUATO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,10900,15,3,12.24,5.5,,
Septiembre,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4800,3.5,,,3,,
Septiembre,2015,DG,QO,DURANGO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8900,3.5,,,10,,
Septiembre,2015,GT,TM,SILAO,NUEVO LAREDO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,13000,3.5,,,12.5,,
Septiembre,2015,GT,CO,SILAO,TORREON,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,19000,15,3,12.24,10,,
Septiembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12100,15,3,12.24,6,,
Septiembre,2015,GT,NL,GUANAJUATO,MONTERREY,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9900,3.5,,,10,,
Septiembre,2015,VZ,DF,VERACRUZ,CIUDAD DE MEXICO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8500,3.5,,,6,,
Septiembre,2015,QO,CL,QUERETARO,MANZANILLO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8900,3.5,,,10,,
Septiembre,2015,QO,CL,QUERETARO,MANZANILLO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11600,15,3,12.24,10,,
Septiembre,2015,QO,GT,QUERETARO,CELAYA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,3500,15,3,12.24,2,,
Septiembre,2015,QO,EM,QUERETARO,TOLUCA,CARRIER 2,3.5 TON,,Sencillo,3800,3.5,,,3,,
Septiembre,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,5400,15,3,12.24,4,,
Septiembre,2015,NL,QO,MONTERREY,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,13900,15,3,12.24,10,,
Septiembre,2015,QO,GR,QUERETARO,CHILPANCINGO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,13200,15,3,12.24,8,,
Septiembre,2015,QO,EM,QUERETARO,TLALNEPANTLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6300,15,3,12.24,4,,
Septiembre,2015,QO,GT,QUERETARO,LEON,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,5200,15,3,12.24,2.5,,
Septiembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,22700,15,3,12.24,1,,
Septiembre,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3700,3.5,,,4,,
Septiembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,44000,15,3,12.24,30,,
Septiembre,2015,QO,TM,QUERETARO,REYNOSA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,12800,3.5,,,14,,
Septiembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8500,3.5,,,11,,
Septiembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8400,15,3,12.24,6,,
Septiembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10900,3.5,,,10,,
Septiembre,2015,TM,QO,NUEVO LAREDO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,13500,3.5,,,14,,
Septiembre,2015,TM,QO,NUEVO LAREDO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17500,15,3,12.24,14,,
Septiembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,7400,15,3,12.24,5,,
Septiembre,2015,QO,PL,QUERETARO,PUEBLA,CARRIER 5,3.5 TON,,Sencillo,7000,3.5,,,7,,
Septiembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,12200,3.5,,,10,,
Septiembre,2015,QO,CS,QUERETARO,TUXTLA GUTIERREZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,22800,15,3,12.24,22,,
Septiembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,11500,3.5,,,10,,
Septiembre,2015,QO,TM,QUERETARO,NUEVO LAREDO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,7800,3.5,,,14,,
Septiembre,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,3200,3.5,,,4,,
Septiembre,2015,QO,PL,QUERETARO,PUEBLA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,4200,3.5,,,7,,
Septiembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,2800,3.5,,,2.5,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,7200,3.5,,,9,,
Septiembre,2015,QO,JC,QUERETARO,GUADALAJARA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,4300,3.5,,,7,,
Septiembre,2015,QO,GT,QUERETARO,CELAYA,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,1100,3.5,,,2,,
Septiembre,2015,QO,GT,QUERETARO,SILAO,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,2500,3.5,,,3,,
Septiembre,2015,QO,NL,QUERETARO,MONTERREY,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,7300,3.5,,,11,,
Septiembre,2015,QO,CO,QUERETARO,RAMOS ARIZPE,ROSARIO URIBE SEGURA,3.5 TON,,Sencillo,6500,3.5,,,10,,
Septiembre,2015,QO,TM,QUERETARO,NUEVO LAREDO,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,11000,15,3,12.24,14,,
Septiembre,2015,QO,DF,QUERETARO,CIUDAD DE MEXICO,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,4900,15,3,12.24,4,,
Septiembre,2015,QO,PL,QUERETARO,PUEBLA,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,5500,15,3,12.24,7,,
Septiembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,4600,15,3,12.24,2.5,,
Septiembre,2015,QO,VZ,QUERETARO,VERACRUZ,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,9800,15,3,12.24,9,,
Septiembre,2015,QO,JC,QUERETARO,GUADALAJARA,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,5500,15,3,12.24,7,,
Septiembre,2015,QO,GT,QUERETARO,CELAYA,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,2100,15,3,12.24,2,,
Septiembre,2015,QO,GT,QUERETARO,SILAO,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,3900,15,3,12.24,3,,
Septiembre,2015,QO,NL,QUERETARO,MONTERREY,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,9100,15,3,12.24,11,,
Septiembre,2015,QO,CO,QUERETARO,RAMOS ARIZPE,ROSARIO URIBE SEGURA,THORTON,Diesel,Sencillo,8500,15,3,12.24,10,,
Septiembre,2015,EM,GT,TOLUCA,SILAO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,4800,3.5,,,5,,
Septiembre,2015,QO,GT,QUERETARO,SILAO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,4800,3.5,,,3,,
Septiembre,2015,DF,GT,CIUDAD DE MEXICO,SILAO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,6000,3.5,,,5,,
Septiembre,2015,GT,GT,LEON,SALAMANCA,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,1600,3.5,,,1,,
Septiembre,2015,GT,GT,LEON,SALAMANCA,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,1900,3.5,,,1,,
Septiembre,2015,GT,AG,LEON,AGUASCALIENTES,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,3200,3.5,,,2,,
Septiembre,2015,GT,GT,LEON,CELAYA,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,2300,3.5,,,2,,
Septiembre,2015,GT,GT,LEON,CELAYA,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,2800,3.5,,,2,,
Septiembre,2015,GT,QO,SILAO,QUERETARO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,5000,3.5,,,2,,
Septiembre,2015,GT,QO,SILAO,QUERETARO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,2880,3.5,,,2,,
Septiembre,2015,GT,AG,SILAO,AGUASCALIENTES,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,2880,3.5,,,2.5,,
Septiembre,2015,CL,EM,MANZANILLO,TLALNEPANTLA,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,13000,3.5,,,12,,
Septiembre,2015,GT,SP,SILAO,SAN LUIS POTOSI,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,4000,3.5,,,2.3,,
Septiembre,2015,GT,SP,SILAO,SAN LUIS POTOSI,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Redondo,4500,3.5,,,2.3,,
Septiembre,2015,GT,GT,SILAO,SILAO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Redondo,1000,3.5,,,1,,
Septiembre,2015,GT,DF,SILAO,CIUDAD DE MEXICO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,4600,3.5,,,5,,
Septiembre,2015,GT,DF,SILAO,CIUDAD DE MEXICO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,5405,3.5,,,5,,
Septiembre,2015,GT,DF,SILAO,CIUDAD DE MEXICO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,7590,3.5,,,5,,
Septiembre,2015,GT,GT,IRAPUATO,SILAO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,2500,3.5,,,1,,
Septiembre,2015,GT,SP,IRAPUATO,SAN LUIS POTOSI,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,4000,3.5,,,3,,
Septiembre,2015,GT,GT,SILAO,CELAYA,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,4000,3.5,,,1.5,,
Septiembre,2015,GT,GT,SILAO,CELAYA,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,2150,3.5,,,1.5,,
Septiembre,2015,GT,QO,SILAO,QUERETARO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,4500,3.5,,,2,,
Septiembre,2015,GT,GT,SILAO,GUANAJUATO,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Sencillo,5200,3.5,,,1,,
Septiembre,2015,GT,AG,SILAO,AGUASCALIENTES,MENDOZA TRUKING S.A. DE C.V.,3.5 TON,,Redondo,3800,3.5,,,2.5,,
