Mes,A¤o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa¤ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito,,
Agosto,2015,GT,CO,LEON,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,9.5,,
Agosto,2015,GT,CO,LEON,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,9,,
Agosto,2015,GT,NL,LEON,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Agosto,2015,GT,TM,LEON,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12.5,,
Agosto,2015,GT,TM,LEON,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,12.5,,
Agosto,2015,GT,TM,LEON,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,13.5,,
Agosto,2015,GT,MS,GUANAJUATO,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,6.5,,
Agosto,2015,GT,DF,GUANAJUATO,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,5,,
Agosto,2015,GT,TL,GUANAJUATO,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,7,,
Agosto,2015,GT,QO,GUANAJUATO,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,2,,
Agosto,2015,GT,GT,GUANAJUATO,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2700,3.5,,,1.5,,
Agosto,2015,GT,GT,GUANAJUATO,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,1,,
Agosto,2015,GT,GT,GUANAJUATO,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,1,,
Agosto,2015,GT,JC,GUANAJUATO,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4,,
Agosto,2015,GT,ZS,GUANAJUATO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5700,3.5,,,4.5,,
Agosto,2015,GT,ZS,GUANAJUATO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,4.5,,
Agosto,2015,GT,SP,GUANAJUATO,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4200,3.5,,,2.7,,
Agosto,2015,GT,CO,GUANAJUATO,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,9,,
Agosto,2015,GT,CO,GUANAJUATO,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,10,,
Agosto,2015,GT,NL,GUANAJUATO,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Agosto,2015,GT,TM,GUANAJUATO,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12.5,,
Agosto,2015,GT,TM,GUANAJUATO,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12.5,,
Agosto,2015,GT,TM,GUANAJUATO,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,14,,
Agosto,2015,JC,MS,GUADALAJARA,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,8.5,,
Agosto,2015,JC,DF,GUADALAJARA,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10200,3.5,,,8,,
Agosto,2015,JC,TL,GUADALAJARA,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,9,,
Agosto,2015,JC,QO,GUADALAJARA,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5100,3.5,,,5,,
Agosto,2015,JC,GT,GUADALAJARA,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4.5,,
Agosto,2015,JC,GT,GUADALAJARA,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,3.7,,
Agosto,2015,JC,GT,GUADALAJARA,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6300,3.5,,,3.5,,
Agosto,2015,JC,GT,GUADALAJARA,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4,,
Agosto,2015,JC,ZS,GUADALAJARA,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,5,,
Agosto,2015,JC,ZS,GUADALAJARA,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,5,,
Agosto,2015,JC,SP,GUADALAJARA,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,5,,
Agosto,2015,JC,CO,GUADALAJARA,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,11.5,,
Agosto,2015,JC,CO,GUADALAJARA,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,11,,
Agosto,2015,JC,NL,GUADALAJARA,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Agosto,2015,JC,TM,GUADALAJARA,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,15,,
Agosto,2015,JC,TM,GUADALAJARA,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,14,,
Agosto,2015,JC,TM,GUADALAJARA,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,20250,3.5,,,15,,
Agosto,2015,ZS,MS,ZACATECAS,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,10,,
Agosto,2015,ZS,DF,ZACATECAS,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10950,3.5,,,9,,
Agosto,2015,ZS,TL,ZACATECAS,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,11,,
Agosto,2015,ZS,QO,ZACATECAS,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,6,,
Agosto,2015,ZS,GT,ZACATECAS,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,5.5,,
Agosto,2015,ZS,GT,ZACATECAS,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4,,
Agosto,2015,ZS,GT,ZACATECAS,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,3.5,,
Agosto,2015,ZS,GT,ZACATECAS,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4.5,,
Agosto,2015,ZS,JC,ZACATECAS,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,5,,
Agosto,2015,ZS,ZS,ZACATECAS,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3750,3.5,,,1,,
Agosto,2015,ZS,SP,ZACATECAS,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,3,,
Agosto,2015,ZS,CO,ZACATECAS,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,5,,
Agosto,2015,ZS,CO,ZACATECAS,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,6,,
Agosto,2015,ZS,NL,ZACATECAS,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,6.5,,
Agosto,2015,ZS,TM,ZACATECAS,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,9.5,,
Agosto,2015,ZS,TM,ZACATECAS,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Agosto,2015,ZS,TM,ZACATECAS,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,9.5,,
Agosto,2015,ZS,MS,ZACATECAS,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,10,,
Agosto,2015,ZS,DF,ZACATECAS,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,9,,
Agosto,2015,ZS,TL,ZACATECAS,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Agosto,2015,ZS,QO,ZACATECAS,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,6,,
Agosto,2015,ZS,GT,ZACATECAS,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,5.5,,
Agosto,2015,ZS,GT,ZACATECAS,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,4,,
Agosto,2015,ZS,GT,ZACATECAS,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,3.5,,
Agosto,2015,ZS,GT,ZACATECAS,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,4.5,,
Agosto,2015,ZS,JC,ZACATECAS,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,5,,
Agosto,2015,ZS,ZS,ZACATECAS,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4200,3.5,,,1,,
Agosto,2015,ZS,SP,ZACATECAS,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,3,,
Agosto,2015,ZS,CO,ZACATECAS,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,5,,
Agosto,2015,ZS,CO,ZACATECAS,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,6,,
Agosto,2015,ZS,NL,ZACATECAS,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,6.5,,
Agosto,2015,ZS,TM,ZACATECAS,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,9.5,,
Agosto,2015,ZS,TM,ZACATECAS,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Agosto,2015,ZS,TM,ZACATECAS,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,9.5,,
Agosto,2015,SP,MS,SAN LUIS POTOSI,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,7,,
Agosto,2015,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,6,,
Agosto,2015,SP,TL,SAN LUIS POTOSI,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,7.5,,
Agosto,2015,SP,QO,SAN LUIS POTOSI,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4800,3.5,,,3,,
Agosto,2015,SP,GT,SAN LUIS POTOSI,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,3.6,,
Agosto,2015,SP,GT,SAN LUIS POTOSI,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,2.3,,
Agosto,2015,SP,GT,SAN LUIS POTOSI,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,3,,
Agosto,2015,SP,GT,SAN LUIS POTOSI,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,2.7,,
Agosto,2015,SP,JC,SAN LUIS POTOSI,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,5,,
Agosto,2015,SP,ZS,SAN LUIS POTOSI,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,3,,
Agosto,2015,SP,ZS,SAN LUIS POTOSI,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,3,,
Agosto,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,7,,
Agosto,2015,SP,CO,SAN LUIS POTOSI,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,8.5,,
Agosto,2015,SP,NL,SAN LUIS POTOSI,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,7.5,,
Agosto,2015,SP,TM,SAN LUIS POTOSI,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Agosto,2015,SP,TM,SAN LUIS POTOSI,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9,,
Agosto,2015,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,10.3,,
Agosto,2015,CO,MS,RAMOS ARIZPE,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,13,,
Agosto,2015,CO,DF,RAMOS ARIZPE,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12,,
Agosto,2015,CO,TL,RAMOS ARIZPE,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,14,,
Agosto,2015,CO,QO,RAMOS ARIZPE,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,10,,
Agosto,2015,CO,GT,RAMOS ARIZPE,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,10,,
Agosto,2015,CO,GT,RAMOS ARIZPE,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,9,,
Agosto,2015,CO,GT,RAMOS ARIZPE,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,9,,
Agosto,2015,CO,GT,RAMOS ARIZPE,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9300,3.5,,,9,,
Agosto,2015,CO,JC,RAMOS ARIZPE,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,12,,
Agosto,2015,CO,ZS,RAMOS ARIZPE,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6300,3.5,,,5,,
Agosto,2015,CO,ZS,RAMOS ARIZPE,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,5,,
Agosto,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,7,,
Agosto,2015,CO,CO,RAMOS ARIZPE,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,4,,
Agosto,2015,CO,NL,RAMOS ARIZPE,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3000,3.5,,,1.5,,
Agosto,2015,CO,TM,RAMOS ARIZPE,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4,,
Agosto,2015,CO,TM,RAMOS ARIZPE,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,5,,
Agosto,2015,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4,,
Agosto,2015,CO,MS,TORREON,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,12,,
Agosto,2015,CO,DF,TORREON,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,16500,3.5,,,14,,
Agosto,2015,CO,TL,TORREON,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,30,,
Agosto,2015,CO,QO,TORREON,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,21,,
Agosto,2015,CO,GT,TORREON,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,11,,
Agosto,2015,CO,GT,TORREON,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Agosto,2015,CO,GT,TORREON,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9,,
Agosto,2015,CO,GT,TORREON,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,10,,
Agosto,2015,CO,JC,TORREON,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,11,,
Agosto,2015,CO,ZS,TORREON,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,6,,
Agosto,2015,CO,ZS,TORREON,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,6,,
Agosto,2015,CO,SP,TORREON,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,8.5,,
Agosto,2015,CO,CO,TORREON,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,4,,
Agosto,2015,CO,NL,TORREON,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,5,,
Agosto,2015,CO,TM,TORREON,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,4,,
Agosto,2015,CO,TM,TORREON,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Agosto,2015,CO,TM,TORREON,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9,,
Agosto,2015,DG,MS,GOMEZ PALACIO,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,15,,
Agosto,2015,DG,DF,GOMEZ PALACIO,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,16500,3.5,,,14,,
Agosto,2015,DG,TL,GOMEZ PALACIO,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,16,,
Agosto,2015,DG,QO,GOMEZ PALACIO,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,11,,
Agosto,2015,DG,GT,GOMEZ PALACIO,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,11,,
Agosto,2015,DG,GT,GOMEZ PALACIO,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9.5,,
Agosto,2015,DG,GT,GOMEZ PALACIO,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9,,
Agosto,2015,DG,GT,GOMEZ PALACIO,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,10,,
Agosto,2015,DG,JC,GOMEZ PALACIO,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,10,,
Agosto,2015,DG,ZS,GOMEZ PALACIO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,5.5,,
Agosto,2015,DG,ZS,GOMEZ PALACIO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,5.5,,
Agosto,2015,DG,SP,GOMEZ PALACIO,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,8,,
Agosto,2015,DG,CO,GOMEZ PALACIO,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,4.5,,
Agosto,2015,DG,NL,GOMEZ PALACIO,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,5,,
Agosto,2015,DG,TM,GOMEZ PALACIO,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,8.5,,
Agosto,2015,DG,TM,GOMEZ PALACIO,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Agosto,2015,DG,TM,GOMEZ PALACIO,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,8,,
Agosto,2015,NL,MS,MONTERREY,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,14,,
Agosto,2015,NL,DF,MONTERREY,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,13,,
Agosto,2015,NL,TL,MONTERREY,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,14.5,,
Agosto,2015,NL,QO,MONTERREY,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,10,,
Agosto,2015,NL,GT,MONTERREY,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,11,,
Agosto,2015,NL,GT,MONTERREY,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,12,,
Agosto,2015,NL,GT,MONTERREY,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8700,3.5,,,10,,
Agosto,2015,NL,GT,MONTERREY,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8700,3.5,,,10,,
Agosto,2015,NL,JC,MONTERREY,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,12,,
Agosto,2015,NL,ZS,MONTERREY,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,6.5,,
Agosto,2015,NL,ZS,MONTERREY,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6300,3.5,,,6.5,,
Agosto,2015,NL,SP,MONTERREY,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,7,,
Agosto,2015,NL,CO,MONTERREY,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,1.5,,
Agosto,2015,NL,DG,MONTERREY,GOMEZ PALACIO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4,,
Agosto,2015,NL,TM,MONTERREY,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3750,3.5,,,3,,
Agosto,2015,NL,TM,MONTERREY,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,4.5,,
Agosto,2015,NL,TM,MONTERREY,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,3.2,,
Agosto,2015,TM,MS,REYNOSA,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,17,,
Agosto,2015,TM,DF,REYNOSA,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,16,,
Agosto,2015,TM,TL,REYNOSA,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,16500,3.5,,,17,,
Agosto,2015,TM,QO,REYNOSA,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,15000,3.5,,,14,,
Agosto,2015,TM,GT,REYNOSA,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,15000,3.5,,,14,,
Agosto,2015,TM,GT,REYNOSA,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,14250,3.5,,,12.5,,
Agosto,2015,TM,GT,REYNOSA,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,15000,3.5,,,12.5,,
Agosto,2015,TM,GT,REYNOSA,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,15000,3.5,,,12.5,,
Agosto,2015,TM,JC,REYNOSA,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,16500,3.5,,,15,,
