Mes,A_o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa_ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito,,
Noviembre,2015,QO,GR,QUERETARO,ACAPULCO,CARRIER 2,3.5 TON,,Sencillo,11000,3.5,,,7,,
Noviembre,2015,QO,GR,QUERETARO,CHILPANCINGO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,14200,15,3,12.24,8,,
Noviembre,2015,QO,GR,QUERETARO,CHILPANCINGO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,19800,15,3,12.24,8,,
Noviembre,2015,QO,GR,QUERETARO,ACAPULCO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9200,3.5,,,7,,
Noviembre,2015,QO,GR,QUERETARO,ACAPULCO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10400,3.5,,,7,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6200,15,3,12.24,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8700,15,3,12.24,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4100,3.5,,,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4700,3.5,,,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6000,15,3,12.24,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,CARRIER 1,THORTON,Diesel,Sencillo,8600,15,3,12.24,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3700,3.5,,,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4300,3.5,,,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,CARRIER 2,THORTON,Diesel,Sencillo,6800,15,3,12.24,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,9600,15,3,12.24,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4500,3.5,,,3.5,,
Noviembre,2015,QO,HG,QUERETARO,PACHUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5100,3.5,,,3.5,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8200,15,3,12.24,6,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11500,15,3,12.24,6,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5200,3.5,,,6,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6100,3.5,,,6,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8500,15,3,12.24,6,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11900,15,3,12.24,6,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5400,3.5,,,6,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6300,3.5,,,6,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,7900,15,3,12.24,5,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11600,15,3,12.24,5,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5400,3.5,,,4.5,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6300,3.5,,,4.5,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,7100,15,3,12.24,5,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,9900,15,3,12.24,5,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4900,3.5,,,4.5,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5900,3.5,,,4.5,,
Noviembre,2015,QO,NL,QUERETARO,APODACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12800,15,3,12.24,11,,
Noviembre,2015,QO,NL,QUERETARO,APODACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17600,15,3,12.24,11,,
Noviembre,2015,QO,NL,QUERETARO,APODACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8400,3.5,,,11,,
Noviembre,2015,QO,NL,QUERETARO,APODACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9500,3.5,,,11,,
Noviembre,2015,QO,NL,QUERETARO,ESCOBEDO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12800,15,3,12.24,11,,
Noviembre,2015,QO,NL,QUERETARO,ESCOBEDO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17800,15,3,12.24,11,,
Noviembre,2015,QO,NL,QUERETARO,ESCOBEDO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8200,3.5,,,11,,
Noviembre,2015,QO,NL,QUERETARO,ESCOBEDO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9400,3.5,,,11,,
Noviembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12800,15,3,12.24,11,,
Noviembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17500,15,3,12.24,11,,
Noviembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8200,3.5,,,11,,
Noviembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9400,3.5,,,11,,
Noviembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,19200,15,3,12.24,10,,
Noviembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,22100,15,3,12.24,10,,
Noviembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10700,3.5,,,10,,
Noviembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,12400,3.5,,,10,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8200,15,3,12.24,6,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11500,15,3,12.24,6,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5100,3.5,,,7,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5900,3.5,,,7,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8200,15,3,12.24,6,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11500,15,3,12.24,6,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5200,3.5,,,7,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6200,3.5,,,7,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 2,3.5 TON,,Sencillo,1200,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,2300,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,3200,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 3,3.5 TON,,Sencillo,1600,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 4,3.5 TON,,Sencillo,1850,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,CARRIER 5,3.5 TON,,Sencillo,1100,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,2400,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,3400,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1450,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1700,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,1500,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,2300,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,950,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1400,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,2800,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,3900,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1850,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,2200,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1200,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,2450,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,3400,15,3,12.24,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1600,3.5,,,1,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1900,3.5,,,1,,
Noviembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4600,3.5,,,2.5,,
Noviembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,SALVADOR MOYA ARREOLA,THORTON,Diesel,Redondo,9500,15,3,12.24,3,,
Noviembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,SALVADOR MOYA ARREOLA,THORTON,Diesel,Redondo,13200,15,3,12.24,3,,
Noviembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6300,3.5,,,2.5,,
Noviembre,2015,QO,SL,QUERETARO,CULIACAN,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,22500,15,3,12.24,16,,
Noviembre,2015,QO,SL,QUERETARO,CULIACAN,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,31500,15,3,12.24,16,,
Noviembre,2015,QO,SL,QUERETARO,CULIACAN,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,15000,3.5,,,15,,
Noviembre,2015,QO,SL,QUERETARO,CULIACAN,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,17200,3.5,,,15,,
Noviembre,2015,QO,SR,QUERETARO,HERMOSILLO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,38500,15,3,12.24,30,,
Noviembre,2015,QO,SR,QUERETARO,HERMOSILLO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,52900,15,3,12.24,30,,
Noviembre,2015,QO,SR,QUERETARO,HERMOSILLO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,25800,3.5,,,30,,
Noviembre,2015,QO,SR,QUERETARO,HERMOSILLO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,28900,3.5,,,30,,
Noviembre,2015,QO,SR,QUERETARO,NOGALES,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,39900,15,3,12.24,33,,
Noviembre,2015,QO,SR,QUERETARO,NOGALES,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,53100,15,3,12.24,33,,
Noviembre,2015,QO,SR,QUERETARO,NOGALES,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,27150,3.5,,,34,,
Noviembre,2015,QO,SR,QUERETARO,NOGALES,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,31000,3.5,,,34,,
Noviembre,2015,QO,TM,QUERETARO,ALTAMIRA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,13200,15,3,12.24,14,,
Noviembre,2015,QO,TM,QUERETARO,ALTAMIRA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17500,15,3,12.24,14,,
Noviembre,2015,QO,TM,QUERETARO,ALTAMIRA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8700,3.5,,,14,,
Noviembre,2015,QO,TM,QUERETARO,ALTAMIRA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9900,3.5,,,14,,
Noviembre,2015,QO,TM,QUERETARO,TAMPICO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,10700,15,3,12.24,14,,
Noviembre,2015,QO,TM,QUERETARO,TAMPICO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,14900,15,3,12.24,14,,
Noviembre,2015,QO,TM,QUERETARO,TAMPICO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,7300,3.5,,,14,,
Noviembre,2015,QO,TM,QUERETARO,TAMPICO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8500,3.5,,,14,,
Noviembre,2015,QO,TM,QUERETARO,NUEVO LAREDO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17300,15,3,12.24,14,,
Noviembre,2015,QO,TM,QUERETARO,NUEVO LAREDO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,24200,15,3,12.24,14,,
Noviembre,2015,QO,TM,QUERETARO,NUEVO LAREDO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,11500,3.5,,,14,,
Noviembre,2015,QO,TM,QUERETARO,NUEVO LAREDO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,13400,3.5,,,14,,
Noviembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,7700,15,3,12.24,5,,
Noviembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,10700,15,3,12.24,5,,
Noviembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4800,3.5,,,5,,
Noviembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5500,3.5,,,5,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,16500,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,23100,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10900,3.5,,,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,12500,3.5,,,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11800,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,16500,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,ORIZABA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8200,3.5,,,9,,
Noviembre,2015,QO,VZ,QUERETARO,ORIZABA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9400,3.5,,,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,14500,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,20300,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,ORIZABA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9900,3.5,,,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,11800,3.5,,,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 3,THORTON,Diesel,Sencillo,11700,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 2,THORTON,Diesel,Sencillo,16300,15,3,12.24,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 3,3.5 TON,,Sencillo,8100,3.5,,,9,,
Noviembre,2015,QO,VZ,QUERETARO,VERACRUZ,CARRIER 2,3.5 TON,,Sencillo,8900,3.5,,,9,,
Noviembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,35700,15,3,12.24,30,,
Noviembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,47800,15,3,12.24,30,,
Noviembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,23900,3.5,,,27,,
Noviembre,2015,QO,YN,QUERETARO,MERIDA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,27500,3.5,,,27,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,9800,15,3,12.24,7,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,13200,15,3,12.24,7,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6200,3.5,,,6,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,7100,3.5,,,6,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,9300,15,3,12.24,7,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12900,15,3,12.24,7,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5900,3.5,,,6,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,6800,3.5,,,6,,
Noviembre,2015,QO,GT,QUERETARO,SILAO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,4600,15,3,12.24,3,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,10500,15,3,12.24,5,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8500,15,3,12.24,6,,
Noviembre,2015,DF,QO,CIUDAD DE MEXICO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5000,3.5,,,3,,
Noviembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9100,3.5,,,11,,
Noviembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10300,3.5,,,11,,
Noviembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,13600,15,3,12.24,12,,
Noviembre,2015,CL,QO,MANZANILLO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,8500,3.5,,,9,,
Noviembre,2015,CL,QO,MANZANILLO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,9600,3.5,,,9,,
Noviembre,2015,CL,EM,MANZANILLO,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12600,15,3,12.24,12,,
Noviembre,2015,EM,QO,TOLUCA,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,3900,3.5,,,3,,
Noviembre,2015,OC,GT,OAXACA,SILAO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,17750,3.5,,,11.5,,
Noviembre,2015,OC,GT,OAXACA,SILAO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,16450,3.5,,,11.5,,
Noviembre,2015,QO,GT,QUERETARO,LEON,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,6900,15,3,12.24,2.5,,
Noviembre,2015,NL,QO,MONTERREY,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,18400,15,3,12.24,10,,
Noviembre,2015,QO,QR,QUERETARO,CANCUN,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,31000,15,3,12.24,30,,
Noviembre,2015,QO,QR,QUERETARO,CANCUN,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,37000,15,3,12.24,30,,
Noviembre,2015,QO,QR,QUERETARO,CHETUMAL,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,26500,3.5,,,27,,
Noviembre,2015,QO,EM,QUERETARO,TLALNEPANTLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4400,3.5,,,4,,
Noviembre,2015,QO,NL,QUERETARO,GARCIA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11800,15,3,12.24,11,,
Noviembre,2015,QO,NL,QUERETARO,GARCIA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12900,15,3,12.24,11,,
Noviembre,2015,CL,EM,MANZANILLO,TLALNEPANTLA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,10900,3.5,,,12,,
Noviembre,2015,QO,ZS,QUERETARO,ZACATECAS,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,5950,3.5,,,6,,
Noviembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,16800,15,3,12.24,11,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,1700,15,3,12.24,1,,
Noviembre,2015,QO,GT,QUERETARO,CELAYA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1700,3.5,,,2,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,2500,15,3,12.24,1,,
Noviembre,2015,GT,QO,CELAYA,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,1700,15,3,12.24,1,,
Noviembre,2015,QO,NL,QUERETARO,MONTERREY,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,17500,15,3,12.24,11,,
Noviembre,2015,QO,QO,QUERETARO,QUERETARO,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,1000,3.5,,,1,,
Noviembre,2015,QO,OC,QUERETARO,OAXACA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,33000,15,3,12.24,10,,
Noviembre,2015,QO,PL,QUERETARO,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,11200,15,3,12.24,6,,
Noviembre,2015,QO,TL,QUERETARO,TLAXCALA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,8500,15,3,12.24,5,,
Noviembre,2015,QO,GT,QUERETARO,LEON,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,5500,15,3,12.24,2.5,,
Noviembre,2015,GT,PL,LEON,PUEBLA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12800,15,3,12.24,8,,
Noviembre,2015,QO,JC,QUERETARO,GUADALAJARA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4700,3.5,,,6,,
Noviembre,2015,QO,NL,QUERETARO,SANTA CATARINA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,12300,15,3,12.24,11,,
Noviembre,2015,QO,TC,QUERETARO,VILLAHERMOSA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,28500,15,3,12.24,15,,
Noviembre,2015,QO,TC,QUERETARO,VILLAHERMOSA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,32000,15,3,12.24,15,,
Noviembre,2015,TC,QO,VILLAHERMOSA,QUERETARO,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,32000,15,3,12.24,15,,
Noviembre,2015,QO,EM,QUERETARO,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,7800,15,3,12.24,4,,
Noviembre,2015,NL,EM,MONTERREY,TOLUCA,SALVADOR MOYA ARREOLA,THORTON,Diesel,Sencillo,19800,15,3,12.24,18,,
Noviembre,2015,QO,MS,QUERETARO,CUERNAVACA,SALVADOR MOYA ARREOLA,3.5 TON,,Sencillo,4600,3.5,,,4.5,,
