Mes,A_o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa_ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito,,
Noviembre,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,15000,22,2.65,12.24,11,,
Noviembre,2015,GT,CO,IRAPUATO,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,9250,22,2.65,12.24,9,,
Noviembre,2015,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,6350,3.5,,,10,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,1100,10,3.5,12.24,1.5,,
Noviembre,2015,GT,NL,SILAO,MONTERREY,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,12500,22,2.65,12.24,12,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,1450,3.5,,,1,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2800,10,3.5,12.24,1.5,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,1800,22,2.65,12.24,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,900,10,3.5,12.24,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,990,10,3.5,12.24,1,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Redondo,4200,10,3.5,12.24,1.5,,
Noviembre,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,12000,10,3.5,12.24,10,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,1800,10,3.5,12.24,1.5,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,2340,3.5,,,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,THORTON,Diesel ,Sencillo,1250,15,3,12.24,1,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,5000,22,2.65,12.24,2,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,800,10,3.5,12.24,1,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,1560,3.5,,,1,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2500,10,3.5,12.24,1.5,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2500,10,3.5,12.24,1.5,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,THORTON,Diesel ,Sencillo,990,15,3,12.24,1,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,1560,3.5,,,2,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,5000,22,2.65,12.24,2,,
Noviembre,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,8500,10,3.5,12.24,10,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16213,3.5,,,22,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16351,10,3.5,12.24,23,,
Noviembre,2015,QO,NL,QUERETARO,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,6400,10,3.5,12.24,11,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,1000,10,3.5,12.24,1,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16213,10,3.5,12.24,23,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,990,3.5,,,1,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,15248,3.5,,,22,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16112,10,3.5,12.24,23,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,480,3.5,,,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,2340,3.5,,,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,850,3.5,,,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,RABON,Diesel ,Redondo,7820,10,3.5,12.24,10.5,,
Noviembre,2015,CO,VZ,RAMOS ARIZPE,VERACRUZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,13250,10,3.5,12.24,25,,
Noviembre,2015,CO,EM,RAMOS ARIZPE,TLALNEPANTLA,TRANSPORTES REISEN,3.5 TON,,Sencillo,13885,3.5,,,11,,
Noviembre,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,5150,3.5,,,7,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16012,3.5,,,22,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,3.5 TON,,Sencillo,6000,3.5,,,6,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,TORREON,TRANSPORTES REISEN,3.5 TON,,Sencillo,4900,3.5,,,4,,
Noviembre,2015,CO,TM,RAMOS ARIZPE,MATAMOROS,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,7700,10,3.5,12.24,6,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16351,3.5,,,22,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,2500,22,2.65,12.24,2,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,850,10,3.5,12.24,1,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,5000,22,2.65,12.24,2,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,450,3.5,,,1,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,2340,3.5,,,2,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Redondo,3900,10,3.5,12.24,1.5,,
Noviembre,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,3.5 TON,,Redondo,12250,3.5,,,9,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16521,3.5,,,22,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16128,10,3.5,12.24,23,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16282,3.5,,,22,,
Noviembre,2015,CO,DF,RAMOS ARIZPE,CIUDAD DE MEXICO,TRANSPORTES REISEN,RABON,Diesel ,sencillo,13885,10,3.5,12.24,20,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,750,3.5,,,1,,
Noviembre,2015,EM,CO,TLALNEPANTLA,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,11500,3.5,,,12,,
Noviembre,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,17210,10,3.5,12.24,23,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,6000,10,3.5,12.24,10.5,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,2700,3.5,,,1,,
Noviembre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,1800,3.5,,,1,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,1560,3.5,,,2,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,2500,22,2.65,12.24,1,,
Noviembre,2015,CO,PL,RAMOS ARIZPE,PUEBLA,TRANSPORTES REISEN,RABON,Diesel ,Redondo,28500,10,3.5,12.24,20,,
Noviembre,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,5520,3.5,,,7,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,3.5 TON,,Sencillo,7900,3.5,,,6,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,THORTON,Diesel ,Sencillo,800,15,3,12.24,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,2000,22,2.65,12.24,1,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Redondo,1200,3.5,,,1,,
Noviembre,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,2560,22,2.65,12.24,2,,
Noviembre,2015,CO,TM,RAMOS ARIZPE,REYNOSA,TRANSPORTES REISEN,RABON,Diesel ,Redondo,7500,10,3.5,12.24,5,,
Noviembre,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,900,3.5,,,1,,
Noviembre,2015,DF,CO,CIUDAD DE MEXICO,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,8500,10,3.5,12.24,20,,
Noviembre,2015,GT,CO,IRAPUATO,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,10000,10,3.5,12.24,10,,
Noviembre,2015,GT,CO,IRAPUATO,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,10000,10,3.5,12.24,10,,
Julio,2015,TM,DF,NUEVO LAREDO,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,24,,
Julio,2015,TM,JC,NUEVO LAREDO,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16015,22,2.65,12.24,20,,
Julio,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,6815,22,2.65,12.24,6,,
Julio,2015,TM,EM,NUEVO LAREDO,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,20,,
Julio,2015,TM,NL,NUEVO LAREDO,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,4715,22,2.65,12.24,4,,
Julio,2015,TM,PL,NUEVO LAREDO,PUEBLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,20,,
Julio,2015,TM,TL,NUEVO LAREDO,TLAXCALA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,27,,
Julio,2015,TM,MS,NUEVO LAREDO,CUAUTLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,18815,22,2.65,12.24,22,,
Julio,2015,TM,GT,NUEVO LAREDO,CELAYA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17815,22,2.65,12.24,18,,
Julio,2015,TM,GT,NUEVO LAREDO,SILAO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,18,,
Julio,2015,TM,AG,NUEVO LAREDO,AGUASCALIENTES,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17000,22,2.65,12.24,14,,
Julio,2015,TM,QO,NUEVO LAREDO,QUERETARO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,16,,
Julio,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,15315,22,2.65,12.24,24,,
Julio,2015,JC,TM,GUADALAJARA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16315,22,2.65,12.24,20,,
Julio,2015,NL,TM,MONTERREY,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,4615,22,2.65,12.24,4,,
Julio,2015,EM,TM,TOLUCA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,15315,22,2.65,12.24,20,,
Julio,2015,PL,TM,PUEBLA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,21,,
Julio,2015,NL,DF,MONTERREY,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12800,22,2.65,12.24,20,,
Julio,2015,NL,JC,MONTERREY,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,19,,
Julio,2015,NL,EM,MONTERREY,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12800,22,2.65,12.24,18,,
Julio,2015,NL,QO,MONTERREY,QUERETARO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,12,,
Julio,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12500,22,2.65,12.24,20,,
Julio,2015,DF,JC,CIUDAD DE MEXICO,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,9,,
Julio,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,5000,22,2.65,12.24,2,,
Julio,2015,JC,NL,GUADALAJARA,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,19,,
Julio,2015,JC,DF,GUADALAJARA,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,10000,22,2.65,12.24,9,,
Agosto,2015,TM,DF,NUEVO LAREDO,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,24,,
Agosto,2015,TM,JC,NUEVO LAREDO,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16015,22,2.65,12.24,20,,
Agosto,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,6815,22,2.65,12.24,6,,
Agosto,2015,TM,EM,NUEVO LAREDO,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,20,,
Agosto,2015,TM,NL,NUEVO LAREDO,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,4715,22,2.65,12.24,4,,
Agosto,2015,TM,PL,NUEVO LAREDO,PUEBLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,20,,
Agosto,2015,TM,TL,NUEVO LAREDO,TLAXCALA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,27,,
Agosto,2015,TM,MS,NUEVO LAREDO,CUAUTLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,18815,22,2.65,12.24,22,,
Agosto,2015,TM,GT,NUEVO LAREDO,CELAYA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17815,22,2.65,12.24,18,,
Agosto,2015,TM,GT,NUEVO LAREDO,SILAO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,18,,
Agosto,2015,TM,AG,NUEVO LAREDO,AGUASCALIENTES,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17000,22,2.65,12.24,14,,
Agosto,2015,TM,QO,NUEVO LAREDO,QUERETARO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,16,,
Agosto,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,15315,22,2.65,12.24,24,,
Agosto,2015,JC,TM,GUADALAJARA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16315,22,2.65,12.24,20,,
Agosto,2015,NL,TM,MONTERREY,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,4615,22,2.65,12.24,4,,
Agosto,2015,EM,TM,TOLUCA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,15315,22,2.65,12.24,20,,
Agosto,2015,PL,TM,PUEBLA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,21,,
Agosto,2015,NL,DF,MONTERREY,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12800,22,2.65,12.24,20,,
Agosto,2015,NL,JC,MONTERREY,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,19,,
Agosto,2015,NL,EM,MONTERREY,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12800,22,2.65,12.24,18,,
Agosto,2015,NL,QO,MONTERREY,QUERETARO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,12,,
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12500,22,2.65,12.24,20,,
Agosto,2015,DF,JC,CIUDAD DE MEXICO,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,9,,
Agosto,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,5000,22,2.65,12.24,2,,
Agosto,2015,JC,NL,GUADALAJARA,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,19,,
Agosto,2015,JC,DF,GUADALAJARA,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,10000,22,2.65,12.24,9,,
Septiembre,2015,TM,DF,NUEVO LAREDO,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,24,,
Septiembre,2015,TM,JC,NUEVO LAREDO,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16015,22,2.65,12.24,20,,
Septiembre,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,6815,22,2.65,12.24,6,,
Septiembre,2015,TM,EM,NUEVO LAREDO,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,20,,
Septiembre,2015,TM,NL,NUEVO LAREDO,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,4715,22,2.65,12.24,4,,
Septiembre,2015,TM,PL,NUEVO LAREDO,PUEBLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,20,,
Septiembre,2015,TM,TL,NUEVO LAREDO,TLAXCALA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,27,,
Septiembre,2015,TM,MS,NUEVO LAREDO,CUAUTLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,18815,22,2.65,12.24,22,,
Septiembre,2015,TM,GT,NUEVO LAREDO,CELAYA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17815,22,2.65,12.24,18,,
Septiembre,2015,TM,GT,NUEVO LAREDO,SILAO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,18,,
Septiembre,2015,TM,AG,NUEVO LAREDO,AGUASCALIENTES,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17000,22,2.65,12.24,14,,
Septiembre,2015,TM,QO,NUEVO LAREDO,QUERETARO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,16,,
Septiembre,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,15315,22,2.65,12.24,24,,
Septiembre,2015,JC,TM,GUADALAJARA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16315,22,2.65,12.24,20,,
Septiembre,2015,NL,TM,MONTERREY,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,4615,22,2.65,12.24,4,,
Septiembre,2015,EM,TM,TOLUCA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,15315,22,2.65,12.24,20,,
Septiembre,2015,PL,TM,PUEBLA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,21,,
Septiembre,2015,NL,DF,MONTERREY,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12800,22,2.65,12.24,20,,
Septiembre,2015,NL,JC,MONTERREY,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,19,,
Septiembre,2015,NL,EM,MONTERREY,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12800,22,2.65,12.24,18,,
Septiembre,2015,NL,QO,MONTERREY,QUERETARO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,12,,
Septiembre,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12500,22,2.65,12.24,20,,
Septiembre,2015,DF,JC,CIUDAD DE MEXICO,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,9,,
Septiembre,2015,DF,EM,CIUDAD DE MEXICO,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,5000,22,2.65,12.24,2,,
Septiembre,2015,JC,NL,GUADALAJARA,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,19,,
Septiembre,2015,JC,DF,GUADALAJARA,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,10000,22,2.65,12.24,9,,
Octubre,2015,TM,DF,NUEVO LAREDO,CIUDAD DE MEXICO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,24,,
Octubre,2015,TM,JC,NUEVO LAREDO,GUADALAJARA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16015,22,2.65,12.24,20,,
Octubre,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,6815,22,2.65,12.24,6,,
Octubre,2015,TM,EM,NUEVO LAREDO,TOLUCA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,20,,
Octubre,2015,TM,NL,NUEVO LAREDO,MONTERREY,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,4715,22,2.65,12.24,4,,
Octubre,2015,TM,PL,NUEVO LAREDO,PUEBLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,20,,
Octubre,2015,TM,TL,NUEVO LAREDO,TLAXCALA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,20315,22,2.65,12.24,27,,
Octubre,2015,TM,MS,NUEVO LAREDO,CUAUTLA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,18815,22,2.65,12.24,22,,
Octubre,2015,TM,GT,NUEVO LAREDO,CELAYA,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17815,22,2.65,12.24,18,,
Octubre,2015,TM,GT,NUEVO LAREDO,SILAO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,18,,
Octubre,2015,TM,AG,NUEVO LAREDO,AGUASCALIENTES,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,17000,22,2.65,12.24,14,,
Octubre,2015,TM,QO,NUEVO LAREDO,QUERETARO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16815,22,2.65,12.24,16,,
Octubre,2015,DF,TM,CIUDAD DE MEXICO,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,15315,22,2.65,12.24,24,,
Octubre,2015,JC,TM,GUADALAJARA,NUEVO LAREDO,CAMIONERA REGIONAL,48FT/53FT,Diesel ,Sencillo,16315,22,2.65,12.24,20,,
