Mes,A�o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa�ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito
Marzo,2015,NL,GT,MONTERREY,IRAPUATO,RAME AUTOTRANSPORTES S.A. DE C.V.,3.5 TON,,Sencillo,9496223,3.5,,,9
Marzo,2015,GT,CO,CELAYA,RAMOS ARIZPE,TRANSPORTADORA NACIONAL TERRESTRE S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,9689328,22,2.65,12.24,12
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTADORA NACIONAL TERRESTRE S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,9000,22,2.65,12.24,10
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES YIN-YAN S.A. DE C.V.,3.5 TON,,Sencillo,6550,3.5,,,6.7
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,11000,3.5,,,12
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,CARRIER 2,3.5 TON,,Sencillo,12300,3.5,,,12
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,CARRIER 3,3.5 TON,,Sencillo,10300,3.5,,,12
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,11000,3.5,,,12
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 2,3.5 TON,,Sencillo,9500,3.5,,,12
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 3,3.5 TON,,Sencillo,10000,3.5,,,12
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 4,48FT/53FT,Diesel ,Sencillo,13000,22,2.65,12.24,20
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 5,48FT/53FT,Diesel ,Sencillo,10400,22,2.65,12.24,20
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 1,48FT/53FT,Diesel ,Sencillo,4300,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 2,48FT/53FT,Diesel ,Sencillo,3900,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 3,48FT/53FT,Diesel ,Sencillo,4150,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 4,48FT/53FT,Diesel ,Sencillo,4500,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 1,3.5 TON,,Sencillo,3450,3.5,,,3
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 2,3.5 TON,,Sencillo,3650,3.5,,,3
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,CARRIER 3,3.5 TON,,Sencillo,3500,3.5,,,3
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,CARRIER 1,48FT/53FT,Diesel ,Sencillo,10000,22,2.65,12.24,10
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,CARRIER 2,48FT/53FT,Diesel ,Sencillo,11000,22,2.65,12.24,10
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,CARRIER 3,48FT/53FT,Diesel ,Sencillo,8500,22,2.65,12.24,10
Marzo,2015,CO,AG,RAMOS ARIZPE,AGUASCALIENTES,CARRIER 1,48FT/53FT,Diesel ,Sencillo,8800,22,2.65,12.24,7
Marzo,2015,CO,AG,RAMOS ARIZPE,AGUASCALIENTES,CARRIER 2,48FT/53FT,Diesel ,Sencillo,11900,22,2.65,12.24,7
Marzo,2015,CO,AG,RAMOS ARIZPE,AGUASCALIENTES,CARRIER 1,RABON,Diesel ,Sencillo,8000,10,3.5,12.24,6
Marzo,2015,CO,MS,RAMOS ARIZPE,CUAUTLA,CARRIER 1,RABON,Diesel ,Sencillo,13500,10,3.5,12.24,20
Marzo,2015,CO,MS,RAMOS ARIZPE,CUAUTLA,CARRIER 2,RABON,Diesel ,Sencillo,14000,10,3.5,12.24,20
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,CARRIER 1,3.5 TON,,Sencillo,1500,3.5,,,1
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,CARRIER 2,3.5 TON,,Sencillo,1250,3.5,,,1
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,CARRIER 3,3.5 TON,,Sencillo,1150,3.5,,,1
Marzo,2015,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,CARRIER 3,48FT/53FT,Diesel ,Sencillo,5300,22,2.65,12.24,6
Marzo,2015,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,CARRIER 4,48FT/53FT,Diesel ,Sencillo,5400,22,2.65,12.24,6
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,490,3.5,,,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 1,48FT/53FT,Diesel ,Sencillo,1450,22,2.65,12.24,1
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,CARRIER 1,3.5 TON,,Redondo,1800,3.5,,,1
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,CARRIER 1,48FT/53FT,Diesel ,Redondo,2900,22,2.65,12.24,1
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,CARRIER 2,48FT/53FT,Diesel ,Redondo,3000,22,2.65,12.24,1
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,CARRIER 3,48FT/53FT,Diesel ,Redondo,4400,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Redondo,850,3.5,,,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 2,3.5 TON,,Redondo,1000,3.5,,,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 3,3.5 TON,,Redondo,600,3.5,,,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 4,3.5 TON,,Redondo,620,3.5,,,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 5,3.5 TON,,Redondo,760,3.5,,,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 1,48FT/53FT,Diesel ,Redondo,1600,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 2,48FT/53FT,Diesel ,Redondo,2000,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 3,48FT/53FT,Diesel ,Redondo,1700,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 4,48FT/53FT,Diesel ,Redondo,1580,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,CARRIER 5,48FT/53FT,Diesel ,Redondo,2100,22,2.65,12.24,1
Marzo,2015,TM,CO,REYNOSA,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,4500,3.5,,,4
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,CARRIER 1,3.5 TON,,Sencillo,6000,3.5,,,6.7
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,CARRIER 2,3.5 TON,,Sencillo,5200,3.5,,,6.7
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,CARRIER 3,3.5 TON,,Sencillo,5400,3.5,,,6.7
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,CARRIER 4,3.5 TON,,Sencillo,5500,3.5,,,6.7
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,CARRIER 5,3.5 TON,,Sencillo,5300,3.5,,,6.7
Marzo,2015,HG,NL,TEPEJI DEL RIO,APODACA,CARRIER 1,3.5 TON,,Sencillo,9500,3.5,,,12
Marzo,2015,NL,NL,ESCOBEDO,APODACA,CARRIER 1,3.5 TON,,Sencillo,900,3.5,,,0.5
Marzo,2015,NL,NL,ESCOBEDO,APODACA,CARRIER 2,3.5 TON,,Sencillo,850,3.5,,,0.5
Marzo,2015,NL,NL,ESCOBEDO,APODACA,CARRIER 3,3.5 TON,,Sencillo,1250,3.5,,,0.5
Marzo,2015,NL,NL,ESCOBEDO,APODACA,CARRIER 4,3.5 TON,,Sencillo,1190,3.5,,,0.5
Marzo,2015,GT,CO,SILAO,RAMOS ARIZPE,CARRIER 1,RABON,Diesel ,Sencillo,9000,10,3.5,12.24,9.3
Marzo,2015,EM,NL,TOLUCA,MONTERREY,CARRIER 1,48FT/53FT,Diesel ,Sencillo,13000,22,2.65,12.24,15
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 1,48FT/53FT,Diesel ,Sencillo,13500,22,2.65,12.24,14
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 2,48FT/53FT,Diesel ,Sencillo,9900,22,2.65,12.24,14
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,CARRIER 3,48FT/53FT,Diesel ,Sencillo,9500,22,2.65,12.24,14
Marzo,2015,CO,GT,RAMOS ARIZPE,SILAO,CARRIER 1,48FT/53FT,Diesel ,Redondo,14000,22,2.65,12.24,12
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,CARRIER 1,48FT/53FT,Diesel ,Sencillo,10200,22,2.65,12.24,8
Marzo,2015,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4620,22,2.65,12.24,4
Marzo,2015,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4480,22,2.65,12.24,4
Marzo,2015,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4270,22,2.65,12.24,4
Marzo,2015,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3780,22,2.65,12.24,4
Marzo,2015,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4836.69770953939,22,2.65,12.24,4
Marzo,2015,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,9780,22,2.65,12.24,4
Marzo,2015,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,10109,22,2.65,12.24,4
Marzo,2015,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3200,22,2.65,12.24,2
Marzo,2015,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,4101.45413086213,22,2.65,12.24,2
Marzo,2015,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,6654.33157745908,22,2.65,12.24,2
Marzo,2015,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,4019.88868783079,22,2.65,12.24,2
Marzo,2015,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3593.61099219733,22,2.65,12.24,2
Marzo,2015,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,5400,22,2.65,12.24,2
Marzo,2015,NL,GT,MONTERREY,SILAO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,18600,22,2.65,12.24,14
Marzo,2015,NL,GT,MONTERREY,SILAO,CARRIER 2,48FT/53FT,Diesel ,Redondo,16446.8187169811,22,2.65,12.24,14
Marzo,2015,GT,CO,CELAYA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,20500,22,2.65,12.24,12
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,20300,22,2.65,12.24,18
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES INDUSTRIALES VITA S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,26561.2,22,2.65,12.24,14
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES INDUSTRIALES VITA S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,17715.2,22,2.65,12.24,14
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES INDUSTRIALES VITA S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,16400,22,2.65,12.24,14
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES INDUSTRIALES VITA S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,21399.82,22,2.65,12.24,14
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES INDUSTRIALES VITA S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,21828.73,22,2.65,12.24,14
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES INDUSTRIALES VITA S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,20708.17,22,2.65,12.24,14
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES INDUSTRIALES VITA S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,12450.18,22,2.65,12.24,14
Marzo,2015,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,20400.4995666446,22,2.65,12.24,10
Marzo,2015,DF,CO,CIUDAD DE MEXICO,RAMOS ARIZPE,CARRIER 1,48FT/53FT,Diesel ,Redondo,26500,22,2.65,12.24,18
Marzo,2015,MS,TM,CUAUTLA,NUEVO LAREDO,CARRIER 1,48FT/53FT,Diesel ,Redondo,35095.68,22,2.65,12.24,25
Marzo,2015,MS,TM,CUAUTLA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,38613888,22,2.65,12.24,25
Marzo,2015,NL,NL,ESCOBEDO,APODACA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2160,22,2.65,12.24,2
Marzo,2015,NL,NL,ESCOBEDO,APODACA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2010.8736,22,2.65,12.24,2
Marzo,2015,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,12000,22,2.65,12.24,12
Marzo,2015,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,14640,22,2.65,12.24,12
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,26000,22,2.65,12.24,24
Marzo,2015,EM,CO,TOLUCA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,24000,22,2.65,12.24,26
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4620,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4350,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,SANTA CATARINA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5702.4,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3780,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4645.81147747294,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,SANTA CATARINA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5184,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5529.6,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,CIENEGA DE FLORES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,5011.2,22,2.65,12.24,4
Marzo,2015,TM,NL,NUEVO LAREDO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4896,22,2.65,12.24,4
Marzo,2015,TM,CO,NUEVO LAREDO,ARTEAGA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,7980,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5017,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,4640,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,10295,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,6000,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5813184,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,6238.4256,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5702.4,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE, CARRIER 1,48FT/53FT,Diesel ,Redondo,7288.14,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5670,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,6000,22,2.65,12.24,6
Marzo,2015,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,CARRIER 2,48FT/53FT,Diesel ,Redondo,10987.6903057905,22,2.65,12.24,6
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,17760,22,2.65,12.24,10
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,16236,22,2.65,12.24,10
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,20752.0374249057,22,2.65,12.24,10
Marzo,2015,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,14640,22,2.65,12.24,10
Marzo,2015,TM,CO,REYNOSA,SALTILLO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,10011.8597933248,22,2.65,12.24,6
Marzo,2015,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2350,22,2.65,12.24,1
Marzo,2015,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2011.98669527897,22,2.65,12.24,1
Marzo,2015,CO,CO,SALTILLO,SALTILLO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,1728,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,SALTILLO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2182.69797222247,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2010.28326180257,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2040.94506437768,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2760.94506437768,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2400.94506437768,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,SALTILLO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2040.94506437768,22,2.65,12.24,1
Marzo,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,2901372,22,2.65,12.24,1
Marzo,2015,CO,CO,SALTILLO,SALTILLO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,1800,22,2.65,12.24,1
Marzo,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,10142.7130724211,22,2.65,12.24,5
Marzo,2015,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,15587.7101886792,22,2.65,12.24,14
Marzo,2015,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,12050,22,2.65,12.24,12
Marzo,2015,EM,NL,TOLUCA,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,24785.7943116033,22,2.65,12.24,26
Marzo,2015,EM,NL,TOLUCA,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,13195.0971558017,22,2.65,12.24,26
Marzo,2015,EM,TM,TOLUCA,NUEVO LAREDO,CARRIER 3,48FT/53FT,Diesel ,Redondo,28855,22,2.65,12.24,20
Marzo,2015,EM,TM,TOLUCA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,31104,22,2.65,12.24,20
Marzo,2015,EM,TM,TOLUCA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,16160.6058394161,22,2.65,12.24,20
Marzo,2015,EM,TM,TOLUCA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,30000,22,2.65,12.24,20
Marzo,2015,EM,TM,TOLUCA,NUEVO LAREDO,CARRIER 1,48FT/53FT,Diesel ,Redondo,25000,22,2.65,12.24,20
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,13580,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,12905,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,23925,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,CARRIER 4,48FT/53FT,Diesel ,Redondo,24650,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,25891356,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,21713.8545259597,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,12724992,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,13014.369997483,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,27648,22,2.65,12.24,16
Marzo,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,11600,22,2.65,12.24,16
Marzo,2015,CO,AG,RAMOS ARIZPE,AGUASCALIENTES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,17400,22,2.65,12.24,6
Marzo,2015,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,21600,22,2.65,12.24,18
Marzo,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,3200,22,2.65,12.24,2
Marzo,2015,CO,NL,RAMOS ARIZPE,APODACA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,3200,22,2.65,12.24,2
Marzo,2015,CO,NL,RAMOS ARIZPE,APODACA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,3720,22,2.65,12.24,2
Marzo,2015,CO,TM,SALTILLO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,5180,22,2.65,12.24,6
