Mes,A�o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa�ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito
Septiembre,2014,EM,CO,TENANGO DEL VALLE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16786.93,22,2.65,11.73,19
Septiembre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,14209.43,22,2.65,11.73,18
Septiembre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,17319.29,22,2.65,11.73,18
Septiembre,2014,NL,GT,APODACA,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13350,22,2.65,11.73,14
Septiembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18520.93,22,2.65,11.73,18
Septiembre,2014,SP,JC,SAN LUIS POTOSI,ZAPOPAN,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9412.75,22,2.65,11.73,8
Septiembre,2014,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,7769.34,22,2.65,11.73,8
Septiembre,2014,NL,SP,GARCIA,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,14057.26,22,2.65,11.73,10
Septiembre,2014,EM,CO,TULTITLAN,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16744.81,22,2.65,11.73,22
Septiembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18428.74,22,2.65,11.73,12
Septiembre,2014,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,1342.47,22,2.65,11.73,1
Octubre,2014,EM,CO,TENANGO DEL VALLE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16844.53,22,2.65,11.83,19
Octubre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,14237.55,22,2.65,11.83,18
Octubre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,17375.54,22,2.65,11.83,18
Octubre,2014,NL,GT,APODACA,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13400,22,2.65,11.83,14
Octubre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18588.66,22,2.65,11.83,18
Octubre,2014,SP,JC,SAN LUIS POTOSI,ZAPOPAN,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9437.1,22,2.65,11.83,8
Octubre,2014,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,7785.75,22,2.65,11.83,8
Octubre,2014,NL,SP,GARCIA,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,14096.93,22,2.65,11.83,10
Octubre,2014,EM,CO,TULTITLAN,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16800.68,22,2.65,11.83,22
Octubre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18485.11,22,2.65,11.83,12
Octubre,2014,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,1343.56,22,2.65,11.83,1
Noviembre,2014,EM,CO,TENANGO DEL VALLE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16908.54,22,2.65,11.92,19
Noviembre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,14268.8,22,2.65,11.92,18
Noviembre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,17438.05,22,2.65,11.92,18
Noviembre,2014,NL,GT,APODACA,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13546,22,2.65,11.92,14
Noviembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18663.92,22,2.65,11.92,18
Noviembre,2014,SP,JC,SAN LUIS POTOSI,ZAPOPAN,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9464.15,22,2.65,11.92,8
Noviembre,2014,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,7803.99,22,2.65,11.92,8
Noviembre,2014,NL,SP,GARCIA,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,14141,22,2.65,11.92,10
Noviembre,2014,EM,CO,TULTITLAN,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16862.76,22,2.65,11.92,22
Noviembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18547.76,22,2.65,11.92,12
Noviembre,2014,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,1344.78,22,2.65,11.92,1
Diciembre,2014,EM,CO,TENANGO DEL VALLE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16908.54,22,2.65,12.02,19
Diciembre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,14268.8,22,2.65,12.02,18
Diciembre,2014,CO,EM,RAMOS ARIZPE,TOLUCA,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,17438.05,22,2.65,12.02,18
Diciembre,2014,NL,GT,APODACA,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13546,22,2.65,12.02,14
Diciembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18663.92,22,2.65,12.02,18
Diciembre,2014,SP,JC,SAN LUIS POTOSI,ZAPOPAN,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9464.15,22,2.65,12.02,8
Diciembre,2014,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,7803.99,22,2.65,12.02,8
Diciembre,2014,NL,SP,GARCIA,SAN LUIS POTOSI,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,14141,22,2.65,12.02,10
Diciembre,2014,EM,CO,TULTITLAN,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,16862.76,22,2.65,12.02,22
Diciembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18547.76,22,2.65,12.02,12
Diciembre,2014,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES COLORADO S.A. DE C.V.,48FT/53FT,Diesel,Redondo,1344.78,22,2.65,12.02,1
Septiembre,2014,CO,GT,SALTILLO,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13275.02,22,2.65,11.73,12
Septiembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13275.02,22,2.65,11.73,12
Septiembre,2014,NL,GT,GARCIA,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15088,22,2.65,11.73,12
Septiembre,2014,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5762.08,22,2.65,11.73,1
Septiembre,2014,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15159.64,22,2.65,11.73,12
Septiembre,2014,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5864.26,22,2.65,11.73,2
Septiembre,2014,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9165.71,22,2.65,11.73,7
Septiembre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,2864.78,22,2.65,11.73,2
Septiembre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,3164.78,22,2.65,11.73,2
Septiembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18359.46,22,2.65,11.73,18
Septiembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18694.3,22,2.65,11.73,18
Septiembre,2014,NL,CO,MONTERREY,SALTILLO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4500,22,2.65,11.73,2
Octubre,2014,CO,GT,SALTILLO,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13321.93,22,2.65,11.83,12
Octubre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13321.93,22,2.65,11.83,12
Octubre,2014,NL,GT,GARCIA,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15138.81,22,2.65,11.83,12
Octubre,2014,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5765.69,22,2.65,11.83,1
Octubre,2014,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15207.41,22,2.65,11.83,12
Octubre,2014,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5872.44,22,2.65,11.83,2
Octubre,2014,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9197.61,22,2.65,11.83,7
Octubre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,2869.26,22,2.65,11.83,2
Octubre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,3169.26,22,2.65,11.83,2
Octubre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18429.16,22,2.65,11.83,18
Octubre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18764.02,22,2.65,11.83,18
Octubre,2014,NL,CO,MONTERREY,SALTILLO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4500,22,2.65,11.83,2
Noviembre,2014,CO,GT,SALTILLO,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13368.84,22,2.65,11.92,12
Noviembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13368.84,22,2.65,11.92,12
Noviembre,2014,NL,GT,GARCIA,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15189.62,22,2.65,11.92,12
Noviembre,2014,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5769.3,22,2.65,11.92,1
Noviembre,2014,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15255.19,22,2.65,11.92,12
Noviembre,2014,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5880.63,22,2.65,11.92,2
Noviembre,2014,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9229.52,22,2.65,11.92,7
Noviembre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,2873.73,22,2.65,11.92,2
Noviembre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,3173.73,22,2.65,11.92,2
Noviembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18498.87,22,2.65,11.92,18
Noviembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18833.73,22,2.65,11.92,18
Noviembre,2014,NL,CO,MONTERREY,SALTILLO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4500,22,2.65,11.92,2
Diciembre,2014,CO,GT,SALTILLO,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13368.84,22,2.65,12.02,12
Diciembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13368.84,22,2.65,12.02,12
Diciembre,2014,NL,GT,GARCIA,SILAO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15189.62,22,2.65,12.02,12
Diciembre,2014,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5769.3,22,2.65,12.02,1
Diciembre,2014,GT,CO,SILAO,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15255.19,22,2.65,12.02,12
Diciembre,2014,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5880.63,22,2.65,12.02,2
Diciembre,2014,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9229.52,22,2.65,12.02,7
Diciembre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,2873.73,22,2.65,12.02,2
Diciembre,2014,NL,CO,GARCIA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,3173.73,22,2.65,12.02,2
Diciembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18498.87,22,2.65,12.02,18
Diciembre,2014,PL,CO,PUEBLA,RAMOS ARIZPE,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18833.73,22,2.65,12.02,18
Diciembre,2014,NL,CO,MONTERREY,SALTILLO,TRANSPORTES COLUNGA S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4500,22,2.65,12.02,2
Diciembre,2014,NL,SP,APODACA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10780,22,2.65,12.02,8
Diciembre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10780,22,2.65,12.02,15
Diciembre,2014,TM,DF,NUEVO LAREDO,CIUDAD DE MEXICO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,16380,22,2.65,12.02,26
Diciembre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10220,22,2.65,12.02,15
Diciembre,2014,TM,NL,NUEVO LAREDO,APODACA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4620,22,2.65,12.02,4
Diciembre,2014,TM,JC,NUEVO LAREDO,GUADALAJARA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,15680,22,2.65,12.02,18
Diciembre,2014,TM,NL,NUEVO LAREDO,APODACA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4350,22,2.65,12.02,4
Diciembre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,9870,22,2.65,12.02,15
Diciembre,2014,TM,CO,NUEVO LAREDO,ARTEAGA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,7980,22,2.65,12.02,6
Diciembre,2014,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4620,22,2.65,12.02,4
Diciembre,2014,CO,TM,SALTILLO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,5180,22,2.65,12.02,6
Diciembre,2014,CO,TM,ARTEAGA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,6580,22,2.65,12.02,6
Diciembre,2014,CO,TM,ARTEAGA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,7980,22,2.65,12.02,6
Diciembre,2014,CO,TM,ARTEAGA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9380,22,2.65,12.02,6
Diciembre,2014,EM,TM,CUAUTITLAN IZCALLI,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,16380,22,2.65,12.02,24
Diciembre,2014,EM,TM,ECATEPEC,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,16380,22,2.65,12.02,24
Diciembre,2014,DG,TM,GOMEZ PALACIO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,19180,22,2.65,12.02,12
Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,13580,22,2.65,12.02,16
Diciembre,2014,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4480,22,2.65,12.02,4
Diciembre,2014,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4270,22,2.65,12.02,4
Diciembre,2014,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4620,22,2.65,12.02,4
Diciembre,2014,NL,TM,GARCIA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4480,22,2.65,12.02,4
Diciembre,2014,NL,TM,SANTA CATARINA,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4620,22,2.65,12.02,4
Diciembre,2014,QO,TM,SAN JUAN DEL RIO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,13580,22,2.65,12.02,16
Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10780,22,2.65,12.02,16
Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10360,22,2.65,12.02,16
Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10080,22,2.65,12.02,16
Diciembre,2014,TM,TM,NUEVO LAREDO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,2380,22,2.65,12.02,1
Diciembre,2014,CO,NL,RAMOS ARIZPE,GARCIA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,3200,22,2.65,12.02,2
Diciembre,2014,CO,NL,RAMOS ARIZPE,APODACA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,3200,22,2.65,12.02,2
Diciembre,2014,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,3200,22,2.65,12.02,2
Diciembre,2014,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,10200,22,2.65,12.02,7
Diciembre,2014,CO,TM,RAMOS ARIZPE,REYNOSA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,8900,22,2.65,12.02,6
Diciembre,2014,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,2350,22,2.65,12.02,1
Diciembre,2014,HG,SP,PACHUCA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10150,22,2.65,12.02,7
Diciembre,2014,SR,SP,HERMOSILLO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,36250,22,2.65,12.02,48
Diciembre,2014,VZ,SP,VERACRUZ,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,9425,22,2.65,12.02,12
Diciembre,2014,ZS,SP,FRESNILLO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,6090,22,2.65,12.02,4
Diciembre,2014,AG,SP,AGUASCALIENTES,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,5075,22,2.65,12.02,4
Diciembre,2014,NL,SP,APODACA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10875,22,2.65,12.02,9
Diciembre,2014,TM,SP,REYNOSA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,18125,22,2.65,12.02,12
Diciembre,2014,EM,SP,TOLUCA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,9425,22,2.65,12.02,5
Diciembre,2014,GT,SP,SILAO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4640,22,2.65,12.02,4
Diciembre,2014,JC,SP,TLAJOMULCO DE ZUÑIGA ,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,10875,22,2.65,12.02,6
Diciembre,2014,PL,SP,CUAUTLANCINGO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,11600,22,2.65,12.02,10
Diciembre,2014,QO,SP,EL MARQUES,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,4640,22,2.65,12.02,4
Diciembre,2014,TM,SP,NUEVO LAREDO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Sencillo,11817.5,22,2.65,12.02,15
Diciembre,2014,CH,SP,CHIHUAHUA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,26100,22,2.65,12.02,24
Diciembre,2014,HG,SP,PACHUCA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,13775,22,2.65,12.02,7
Diciembre,2014,SR,SP,HERMOSILLO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,50750,22,2.65,12.02,48
Diciembre,2014,VZ,SP,VERACRUZ,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,18125,22,2.65,12.02,18
Diciembre,2014,ZS,SP,FRESNILLO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,9425,22,2.65,12.02,4
Diciembre,2014,AG,SP,AGUASCALIENTES,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,6090,22,2.65,12.02,4
Diciembre,2014,NL,SP,APODACA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,15950,22,2.65,12.02,9
Diciembre,2014,TM,SP,REYNOSA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,34075,22,2.65,12.02,12
Diciembre,2014,EM,SP,TOLUCA,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,12470,22,2.65,12.02,5
Diciembre,2014,GT,SP,SILAO,VILLA DE REYES,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel,Redondo,5800,22,2.65,12.02,4
